iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum
182,0.011037,0.997081,1.000000,65525.000000,0.01675131,0.12533215,0.8579166,0.001393,0.839714,0.002295,0.000415,0.000901,0.011504
183,0.011036,0.997064,1.000000,65524.929688,0.016768226,0.12533018,0.8579016,0.001375,0.850626,0.003401,0.000407,0.000918,0.011596
184,0.011035,0.997046,1.000000,65524.828125,0.016785262,0.12532823,0.85788655,0.001395,0.838406,0.005231,0.000405,0.000935,0.011689
185,0.011035,0.997028,1.000000,65524.742188,0.016802425,0.12532625,0.85787135,0.001424,0.819536,0.002082,0.000410,0.000953,0.011782
186,0.011034,0.997011,1.000000,65524.667969,0.016819702,0.12532425,0.85785604,0.001392,0.840042,0.002995,0.000417,0.000970,0.011877
187,0.011033,0.996993,1.000000,65524.550781,0.016837105,0.12532227,0.85784066,0.001409,0.829083,0.004763,0.000417,0.000988,0.011976
188,0.011032,0.996976,1.000000,65524.472656,0.01685462,0.12532024,0.85782516,0.001446,0.805095,0.004974,0.000427,0.001006,0.012075
189,0.011031,0.996958,1.000000,65524.394531,0.016872248,0.12531821,0.85780954,0.001480,0.781843,0.003806,0.000432,0.001024,0.012175
190,0.011030,0.996940,1.000000,65524.285156,0.016889988,0.12531617,0.8577938,0.001485,0.778543,0.003355,0.000431,0.001042,0.012275
191,0.011029,0.996922,1.000000,65524.207031,0.01690784,0.12531413,0.857778,0.001490,0.774792,0.002516,0.000431,0.001060,0.012376
192,0.011028,0.996904,1.000000,65524.113281,0.016925802,0.12531208,0.8577621,0.001492,0.773329,0.003613,0.000428,0.001078,0.012478
193,0.011027,0.996887,1.000000,65524.011719,0.016943876,0.12530999,0.8577461,0.001474,0.785961,0.002618,0.000432,0.001096,0.012580
194,0.011027,0.996869,1.000000,65523.925781,0.016962066,0.12530792,0.85773003,0.001446,0.805027,0.002707,0.000433,0.001115,0.012683
195,0.011026,0.996851,1.000000,65523.824219,0.01698037,0.12530582,0.85771376,0.001434,0.812945,0.003250,0.000438,0.001133,0.012786
196,0.011025,0.996832,1.000000,65523.730469,0.016998788,0.12530372,0.8576975,0.001414,0.825812,0.004091,0.000439,0.001152,0.012890
197,0.011024,0.996814,1.000000,65523.636719,0.01701732,0.1253016,0.8576811,0.001418,0.823636,0.003354,0.000448,0.001171,0.012995
198,0.011023,0.996796,1.000000,65523.535156,0.017035963,0.12529947,0.8576646,0.001403,0.833202,0.002491,0.000434,0.001190,0.013100
199,0.011022,0.996778,1.000000,65523.433594,0.017054722,0.12529734,0.8576479,0.001422,0.820916,0.002945,0.000439,0.001209,0.013206
200,0.011022,0.996760,1.000000,65523.347656,0.01707359,0.1252952,0.8576312,0.001411,0.827848,0.002281,0.000438,0.001228,0.013312
201,0.011021,0.996741,1.000000,65523.253906,0.017092563,0.12529303,0.85761446,0.001430,0.815893,0.005100,0.000435,0.001247,0.013419
202,0.011020,0.996723,1.000000,65523.160156,0.017111653,0.12529087,0.8575974,0.001421,0.821703,0.005615,0.000430,0.001267,0.013526
203,0.011019,0.996704,1.000000,65523.082031,0.017130861,0.12528868,0.8575804,0.001436,0.811654,0.003205,0.000434,0.001286,0.013634
204,0.011019,0.996686,1.000000,65522.996094,0.017150184,0.1252865,0.8575633,0.001448,0.803905,0.004083,0.000430,0.001306,0.013742
205,0.011018,0.996667,1.000000,65522.878906,0.017169623,0.1252843,0.8575461,0.001446,0.804708,0.004941,0.000428,0.001326,0.013852
206,0.011017,0.996648,1.000000,65522.800781,0.017189173,0.1252821,0.85752875,0.001442,0.807606,0.002531,0.000440,0.001345,0.013961
207,0.011016,0.996630,1.000000,65522.722656,0.01720883,0.12527986,0.8575113,0.001453,0.800430,0.003946,0.000443,0.001365,0.014071
208,0.011016,0.996611,1.000000,65522.613281,0.017228602,0.12527762,0.85749376,0.001450,0.802449,0.005062,0.000442,0.001386,0.014182
209,0.011015,0.996592,1.000000,65522.527344,0.017248478,0.12527539,0.8574762,0.001443,0.807176,0.003356,0.000458,0.001406,0.014293
210,0.011014,0.996573,1.000000,65522.441406,0.017268466,0.12527314,0.8574584,0.001406,0.831287,0.004228,0.000465,0.001426,0.014422
211,0.011014,0.996554,1.000000,65522.339844,0.017288567,0.12527087,0.8574406,0.001400,0.834964,0.003188,0.000466,0.001446,0.014563
212,0.011013,0.996535,1.000000,65522.246094,0.017308779,0.12526862,0.85742265,0.001405,0.832158,0.003253,0.000472,0.001467,0.014706
213,0.011012,0.996516,1.000000,65522.160156,0.017329099,0.12526631,0.8574046,0.001416,0.825144,0.002713,0.000459,0.001488,0.014849
214,0.011012,0.996497,1.000000,65522.074219,0.017349524,0.12526403,0.85738647,0.001406,0.831036,0.003709,0.000464,0.001508,0.014992
215,0.011011,0.996478,1.000000,65521.996094,0.017370047,0.12526172,0.85736823,0.001411,0.828311,0.003483,0.000460,0.001529,0.015136
216,0.011010,0.996459,1.000000,65521.902344,0.017390678,0.12525941,0.8573499,0.001419,0.822879,0.004568,0.000451,0.001550,0.015281
217,0.011010,0.996440,1.000000,65521.816406,0.017411413,0.12525709,0.8573315,0.001407,0.830516,0.002291,0.000461,0.001571,0.015427
218,0.011009,0.996420,1.000000,65521.722656,0.017432248,0.12525477,0.857313,0.001412,0.827141,0.003260,0.000467,0.001592,0.015573
219,0.011008,0.996401,1.000000,65521.644531,0.017453192,0.12525243,0.8572944,0.001419,0.822634,0.005174,0.000466,0.001614,0.015719
220,0.011008,0.996381,1.000000,65521.550781,0.017474238,0.12525009,0.8572757,0.001414,0.826402,0.003258,0.000461,0.001635,0.015867
221,0.011007,0.996362,1.000000,65521.480469,0.017495383,0.12524773,0.8572569,0.001427,0.817714,0.002842,0.000460,0.001657,0.016015
222,0.011007,0.996342,1.000000,65521.386719,0.01751663,0.12524536,0.857238,0.001410,0.828783,0.003124,0.000462,0.001678,0.016163
223,0.011006,0.996323,1.000000,65521.292969,0.017537981,0.125243,0.85721904,0.001424,0.819588,0.003474,0.000452,0.001700,0.016313
224,0.011005,0.996303,1.000000,65521.214844,0.017559426,0.12524062,0.85719997,0.001438,0.810161,0.003025,0.000456,0.001722,0.016462
225,0.011005,0.996283,1.000000,65521.113281,0.017580966,0.12523822,0.85718083,0.001463,0.793287,0.003723,0.000452,0.001744,0.016612
226,0.011004,0.996264,1.000000,65521.042969,0.01760261,0.12523583,0.8571615,0.001470,0.788341,0.003178,0.000446,0.001766,0.016763
227,0.011004,0.996244,1.000000,65520.957031,0.01762436,0.12523343,0.8571422,0.001484,0.779256,0.002817,0.000454,0.001788,0.016915
228,0.011003,0.996224,1.000000,65520.863281,0.017646216,0.12523101,0.8571227,0.001484,0.779109,0.003385,0.000451,0.001810,0.017067
229,0.011002,0.996204,1.000000,65520.785156,0.017668176,0.12522857,0.8571032,0.001475,0.785099,0.002936,0.000448,0.001832,0.017220
230,0.011002,0.996184,1.000000,65520.699219,0.017690238,0.12522615,0.8570836,0.001492,0.773548,0.002017,0.000454,0.001855,0.017373
231,0.011001,0.996164,1.000000,65520.628906,0.017712394,0.12522371,0.8570639,0.001501,0.766973,0.003410,0.000467,0.001877,0.017527
232,0.011001,0.996144,1.000000,65520.535156,0.017734637,0.12522127,0.8570441,0.001514,0.757966,0.003864,0.000458,0.001900,0.017682
233,0.011000,0.996124,1.000000,65520.457031,0.01775697,0.1252188,0.8570242,0.001521,0.752432,0.003030,0.000451,0.001923,0.017837
234,0.011000,0.996104,1.000000,65520.363281,0.0177794,0.12521635,0.8570042,0.001499,0.768696,0.002998,0.000453,0.001945,0.017992
235,0.010999,0.996084,1.000000,65520.285156,0.017801922,0.12521388,0.85698414,0.001525,0.749644,0.003627,0.000460,0.001968,0.018148
236,0.010999,0.996064,1.000000,65520.207031,0.017824551,0.1252114,0.856964,0.001535,0.742764,0.004662,0.000453,0.001991,0.018305
237,0.010998,0.996043,1.000000,65520.121094,0.017847281,0.12520893,0.8569438,0.001520,0.753507,0.002854,0.000444,0.002015,0.018462
238,0.010998,0.996023,1.000000,65520.035156,0.017870108,0.12520643,0.85692346,0.001521,0.752630,0.002375,0.000450,0.002038,0.018620
239,0.010997,0.996003,1.000000,65519.957031,0.01789303,0.12520395,0.8569031,0.001522,0.751620,0.002538,0.000457,0.002061,0.018778
240,0.010996,0.995982,1.000000,65519.878906,0.017916035,0.12520145,0.8568825,0.001495,0.771085,0.004024,0.000473,0.002085,0.018937
241,0.010996,0.995962,1.000000,65519.808594,0.017939135,0.12519895,0.8568619,0.001495,0.771195,0.003038,0.000472,0.002108,0.019097
242,0.010995,0.995941,1.000000,65519.707031,0.017962327,0.12519643,0.85684127,0.001483,0.779752,0.004213,0.000472,0.002132,0.019256
243,0.010995,0.995921,1.000000,65519.628906,0.017985616,0.12519391,0.85682046,0.001480,0.781750,0.003232,0.000469,0.002155,0.019417
244,0.010994,0.995900,1.000000,65519.550781,0.018008986,0.12519138,0.8567996,0.001477,0.783859,0.002462,0.000473,0.002179,0.019578
245,0.010994,0.995879,1.000000,65519.480469,0.018032452,0.12518886,0.8567787,0.001478,0.783015,0.003561,0.000459,0.002203,0.019739
246,0.010994,0.995859,1.000000,65519.402344,0.018056007,0.12518631,0.8567577,0.001484,0.779218,0.006696,0.000468,0.002227,0.019901
247,0.010993,0.995838,1.000000,65519.316406,0.018079652,0.12518376,0.8567366,0.001474,0.785923,0.004168,0.000467,0.002251,0.020063
248,0.010993,0.995817,1.000000,65519.253906,0.018103387,0.12518121,0.8567154,0.001473,0.786348,0.002332,0.000475,0.002275,0.020226
249,0.010992,0.995796,1.000000,65519.152344,0.018127209,0.12517866,0.8566941,0.001467,0.790514,0.003300,0.000475,0.002300,0.020389
250,0.010992,0.995775,1.000000,65519.082031,0.01815112,0.12517609,0.85667276,0.001467,0.790858,0.005930,0.000476,0.002324,0.020553
251,0.010991,0.995754,1.000000,65518.996094,0.018175112,0.12517352,0.85665137,0.001478,0.782943,0.003295,0.000472,0.002348,0.020717
252,0.010991,0.995733,1.000000,65518.925781,0.018199192,0.12517095,0.85662985,0.001490,0.774394,0.004746,0.000472,0.002373,0.020881
253,0.010990,0.995712,1.000000,65518.847656,0.018223362,0.12516837,0.8566083,0.001526,0.749368,0.004302,0.000464,0.002398,0.021046
254,0.010990,0.995691,1.000000,65518.777344,0.01824762,0.1251658,0.85658664,0.001500,0.767860,0.005636,0.000466,0.002422,0.021212
255,0.010989,0.995670,1.000000,65518.707031,0.018271962,0.1251632,0.8565648,0.001515,0.757108,0.002176,0.000472,0.002447,0.021378
256,0.010989,0.995649,1.000000,65518.621094,0.018296385,0.1251606,0.856543,0.001511,0.759638,0.004024,0.000473,0.002472,0.021544
257,0.010989,0.995628,1.000000,65518.535156,0.018320894,0.12515801,0.8565211,0.001551,0.731098,0.004533,0.000480,0.002497,0.021711
258,0.010988,0.995606,1.000000,65518.457031,0.01834548,0.12515539,0.8564991,0.001542,0.737510,0.005117,0.000477,0.002522,0.021878
259,0.010988,0.995585,1.000000,65518.386719,0.01837015,0.12515278,0.856477,0.001546,0.734351,0.006707,0.000482,0.002547,0.022045
260,0.010987,0.995564,1.000000,65518.316406,0.0183949,0.12515017,0.85645497,0.001547,0.734185,0.005348,0.000479,0.002573,0.022213
261,0.010987,0.995542,1.000000,65518.238281,0.018419731,0.12514757,0.85643274,0.001547,0.733596,0.003334,0.000483,0.002598,0.022382
262,0.010986,0.995521,1.000000,65518.175781,0.01844464,0.12514494,0.85641044,0.001556,0.727288,0.003639,0.000488,0.002623,0.022550
263,0.010986,0.995499,1.000000,65518.089844,0.018469626,0.1251423,0.8563881,0.001535,0.742536,0.003012,0.000494,0.002649,0.022719
264,0.010986,0.995478,1.000000,65518.019531,0.018494684,0.12513967,0.8563657,0.001548,0.733331,0.003328,0.000489,0.002674,0.022888
265,0.010985,0.995456,1.000000,65517.941406,0.018519817,0.12513703,0.8563431,0.001547,0.733548,0.002443,0.000491,0.002700,0.023058
266,0.010985,0.995434,1.000000,65517.863281,0.018545024,0.1251344,0.85632056,0.001556,0.727537,0.005458,0.000494,0.002726,0.023228
267,0.010984,0.995413,1.000000,65517.785156,0.018570323,0.12513176,0.85629797,0.001551,0.731016,0.003026,0.000497,0.002752,0.023399
268,0.010984,0.995391,1.000000,65517.714844,0.018595701,0.1251291,0.85627514,0.001554,0.728919,0.003191,0.000504,0.002778,0.023569
269,0.010984,0.995369,1.000000,65517.644531,0.01862115,0.12512645,0.85625243,0.001534,0.743268,0.002794,0.000503,0.002804,0.023740
270,0.010983,0.995347,1.000000,65517.566406,0.01864667,0.12512381,0.85622954,0.001537,0.741468,0.003610,0.000492,0.002830,0.023912
271,0.010983,0.995326,1.000000,65517.488281,0.018672267,0.12512116,0.8562066,0.001542,0.737589,0.004647,0.000489,0.002856,0.024084
272,0.010982,0.995304,1.000000,65517.417969,0.018697936,0.12511848,0.8561836,0.001547,0.733855,0.005167,0.000481,0.002882,0.024256
273,0.010982,0.995282,1.000000,65517.332031,0.018723685,0.12511583,0.85616046,0.001526,0.749437,0.002236,0.000474,0.002908,0.024428
274,0.010982,0.995260,1.000000,65517.269531,0.018749509,0.12511316,0.85613734,0.001501,0.767071,0.002901,0.000463,0.002935,0.024601
275,0.010981,0.995238,1.000000,65517.207031,0.018775403,0.12511049,0.8561141,0.001473,0.786866,0.003682,0.000467,0.002961,0.024774
276,0.010981,0.995216,1.000000,65517.128906,0.018801363,0.12510781,0.85609084,0.001468,0.789959,0.002599,0.000469,0.002988,0.024947
277,0.010981,0.995194,1.000000,65517.042969,0.018827388,0.12510513,0.8560675,0.001482,0.780279,0.002576,0.000465,0.003014,0.025120
278,0.010980,0.995172,1.000000,65516.957031,0.01885348,0.12510245,0.8560441,0.001486,0.777752,0.005151,0.000476,0.003041,0.025294
279,0.010980,0.995149,1.000000,65516.894531,0.018879628,0.12509976,0.8560206,0.001493,0.772915,0.002637,0.000475,0.003068,0.025468
280,0.010980,0.995127,1.000000,65516.816406,0.018905835,0.12509707,0.8559971,0.001486,0.777631,0.003421,0.000480,0.003094,0.025642
281,0.010979,0.995105,1.000000,65516.730469,0.01893211,0.12509437,0.8559735,0.001484,0.778737,0.003489,0.000480,0.003121,0.025816
282,0.010979,0.995082,1.000000,65516.675781,0.018958453,0.12509169,0.8559499,0.001492,0.773356,0.003392,0.000483,0.003148,0.025991
283,0.010979,0.995060,1.000000,65516.582031,0.01898487,0.12508899,0.85592616,0.001495,0.771495,0.002586,0.000489,0.003175,0.026165
284,0.010978,0.995038,1.000000,65516.496094,0.019011356,0.12508628,0.8559024,0.001491,0.773965,0.002923,0.000478,0.003202,0.026340
285,0.010978,0.995016,1.000000,65516.425781,0.019037906,0.12508357,0.8558786,0.001509,0.760936,0.002969,0.000469,0.003229,0.026516
286,0.010978,0.994993,1.000000,65516.343750,0.01906452,0.12508087,0.85585463,0.001520,0.753163,0.004211,0.000465,0.003257,0.026691
287,0.010977,0.994970,1.000000,65516.265625,0.019091189,0.12507813,0.85583067,0.001501,0.766961,0.003498,0.000470,0.003284,0.026867
288,0.010977,0.994948,1.000000,65516.187500,0.019117912,0.12507541,0.85580665,0.001500,0.767516,0.002379,0.000477,0.003311,0.027042
289,0.010977,0.994926,1.000000,65516.117188,0.019144697,0.1250727,0.8557826,0.001513,0.758375,0.002496,0.000482,0.003339,0.027218
290,0.010976,0.994903,1.000000,65516.031250,0.019171536,0.12506996,0.8557585,0.001521,0.752470,0.002133,0.000483,0.003366,0.027394
291,0.010976,0.994880,1.000000,65515.945312,0.01919843,0.12506723,0.85573435,0.001524,0.750421,0.002286,0.000489,0.003394,0.027573
292,0.010976,0.994858,1.000000,65515.867188,0.019225372,0.1250645,0.8557101,0.001516,0.756349,0.002875,0.000496,0.003421,0.027759
293,0.010975,0.994835,1.000000,65515.781250,0.019252362,0.12506177,0.8556859,0.001533,0.743775,0.002971,0.000501,0.003449,0.027945
294,0.010975,0.994813,1.000000,65515.703125,0.019279404,0.12505904,0.8556615,0.001520,0.753627,0.002404,0.000496,0.003476,0.028131
295,0.010975,0.994790,1.000000,65515.632812,0.019306501,0.12505633,0.8556372,0.001531,0.745528,0.002600,0.000502,0.003504,0.028318
296,0.010974,0.994767,1.000000,65515.546875,0.019333644,0.12505357,0.85561275,0.001556,0.727292,0.005986,0.000499,0.003532,0.028504
297,0.010974,0.994744,1.000000,65515.460938,0.019360846,0.12505083,0.85558826,0.001556,0.726965,0.003029,0.000495,0.003560,0.028691
298,0.010974,0.994722,1.000000,65515.367188,0.019388106,0.12504812,0.85556376,0.001551,0.731059,0.003758,0.000478,0.003588,0.028878
299,0.010973,0.994699,1.000000,65515.296875,0.0194154,0.12504537,0.8555392,0.001556,0.727088,0.002168,0.000470,0.003616,0.029065
300,0.010973,0.994675,1.000000,65515.210938,0.01944274,0.12504263,0.8555146,0.001555,0.728074,0.002284,0.000471,0.003644,0.029252
301,0.010973,0.994652,1.000000,65515.132812,0.019470124,0.1250399,0.85548997,0.001537,0.740804,0.002722,0.000472,0.003672,0.029439
302,0.010973,0.994630,1.000000,65515.054688,0.019497551,0.12503718,0.85546523,0.001562,0.723235,0.003571,0.000463,0.003700,0.029626
303,0.010972,0.994607,1.000000,65514.968750,0.019525027,0.12503444,0.8554405,0.001569,0.717652,0.003902,0.000476,0.003728,0.029814
304,0.010972,0.994583,1.000000,65514.882812,0.019552546,0.12503171,0.85541576,0.001565,0.720584,0.004397,0.000474,0.003756,0.030001
305,0.010972,0.994560,1.000000,65514.820312,0.01958011,0.12502898,0.85539097,0.001542,0.737268,0.003398,0.000476,0.003784,0.030189
306,0.010971,0.994537,1.000000,65514.726562,0.019607719,0.12502624,0.85536605,0.001503,0.765243,0.004513,0.000484,0.003813,0.030376
307,0.010971,0.994515,1.000000,65514.632812,0.019635368,0.1250235,0.8553411,0.001491,0.773961,0.002050,0.000489,0.003841,0.030564
308,0.010971,0.994491,1.000000,65514.562500,0.01966306,0.12502077,0.85531616,0.001501,0.767125,0.004034,0.000487,0.003869,0.030751
309,0.010971,0.994468,1.000000,65514.500000,0.019690797,0.12501805,0.8552912,0.001506,0.763292,0.003129,0.000489,0.003898,0.030939
310,0.010970,0.994445,1.000000,65514.414062,0.019718563,0.1250153,0.85526615,0.001488,0.776067,0.002785,0.000488,0.003926,0.031127
311,0.010970,0.994422,1.000000,65514.359375,0.019746365,0.12501256,0.85524106,0.001492,0.773299,0.002143,0.000491,0.003955,0.031314
312,0.010970,0.994398,1.000000,65514.273438,0.019774208,0.12500983,0.85521597,0.001489,0.775564,0.002543,0.000469,0.003983,0.031502
313,0.010969,0.994375,1.000000,65514.226562,0.019802079,0.12500711,0.8551908,0.001495,0.770870,0.003378,0.000467,0.004012,0.031689
314,0.010969,0.994352,1.000000,65514.156250,0.019829988,0.12500438,0.85516566,0.001501,0.767116,0.004525,0.000454,0.004040,0.031877
315,0.010969,0.994329,1.000000,65514.085938,0.019857936,0.12500164,0.85514045,0.001506,0.763750,0.003257,0.000453,0.004069,0.032064
316,0.010969,0.994305,1.000000,65514.023438,0.019885916,0.12499892,0.8551152,0.001493,0.772722,0.004050,0.000442,0.004098,0.032252
317,0.010968,0.994282,1.000000,65513.968750,0.019913936,0.12499621,0.8550899,0.001504,0.764980,0.003537,0.000439,0.004126,0.032439
318,0.010968,0.994259,1.000000,65513.914062,0.019941984,0.124993466,0.8550646,0.001509,0.761572,0.005118,0.000443,0.004155,0.032627
319,0.010968,0.994235,1.000000,65513.851562,0.019970063,0.12499074,0.8550392,0.001487,0.776640,0.002727,0.000438,0.004184,0.032814
320,0.010968,0.994212,1.000000,65513.796875,0.019998167,0.12498803,0.85501385,0.001494,0.771913,0.004864,0.000432,0.004213,0.033001
321,0.010967,0.994188,1.000000,65513.734375,0.02002629,0.124985315,0.8549884,0.001483,0.779614,0.002162,0.000431,0.004242,0.033188
322,0.010967,0.994165,1.000000,65513.679688,0.020054435,0.124982595,0.85496294,0.001497,0.769457,0.003089,0.000439,0.004270,0.033375
323,0.010967,0.994141,1.000000,65513.648438,0.020082602,0.12497988,0.8549375,0.001505,0.764044,0.005231,0.000438,0.004299,0.033562
324,0.010967,0.994118,1.000000,65513.578125,0.020110795,0.12497718,0.85491204,0.001504,0.764787,0.002642,0.000447,0.004328,0.033749
325,0.010966,0.994094,1.000000,65513.531250,0.02013902,0.12497449,0.85488653,0.001488,0.775900,0.005283,0.000454,0.004357,0.033935
326,0.010966,0.994071,1.000000,65513.492188,0.02016728,0.124971785,0.8548609,0.001483,0.779669,0.002729,0.000452,0.004386,0.034122
327,0.010966,0.994047,1.000000,65513.460938,0.020195574,0.124969095,0.85483533,0.001491,0.774142,0.002994,0.000457,0.004415,0.034308
328,0.010965,0.994023,1.000000,65513.390625,0.020223893,0.12496638,0.85480976,0.001494,0.771867,0.002422,0.000460,0.004444,0.034494
329,0.010965,0.994000,1.000000,65513.359375,0.020252243,0.1249637,0.8547841,0.001495,0.771367,0.002466,0.000463,0.004474,0.034681
330,0.010965,0.993976,1.000000,65513.343750,0.020280614,0.12496102,0.8547583,0.001510,0.760416,0.003009,0.000458,0.004503,0.034867
331,0.010965,0.993952,1.000000,65513.304688,0.020309003,0.124958314,0.85473263,0.001533,0.744361,0.004231,0.000461,0.004532,0.035053
332,0.010964,0.993929,1.000000,65513.250000,0.020337405,0.12495563,0.85470694,0.001522,0.752225,0.002749,0.000469,0.004561,0.035239
333,0.010964,0.993905,1.000000,65513.218750,0.02036583,0.124952964,0.8546812,0.001510,0.760870,0.002971,0.000477,0.004590,0.035424
334,0.010964,0.993881,1.000000,65513.179688,0.020394273,0.12495029,0.8546554,0.001501,0.767105,0.002647,0.000483,0.004619,0.035609
335,0.010964,0.993857,1.000000,65513.148438,0.020422738,0.12494763,0.85462964,0.001484,0.778839,0.005524,0.000490,0.004649,0.035795
336,0.010963,0.993833,1.000000,65513.125000,0.020451227,0.124944955,0.8546038,0.001472,0.787488,0.005895,0.000485,0.004678,0.035980
337,0.010963,0.993810,1.000000,65513.101562,0.02047973,0.124942295,0.85457796,0.001475,0.785376,0.005517,0.000478,0.004707,0.036165
338,0.010963,0.993786,1.000000,65513.078125,0.020508248,0.12493963,0.8545521,0.001488,0.776456,0.003282,0.000485,0.004737,0.036349
339,0.010963,0.993762,1.000000,65513.039062,0.02053678,0.12493699,0.8545262,0.001512,0.759365,0.003711,0.000489,0.004766,0.036534
340,0.010962,0.993738,1.000000,65513.039062,0.020565325,0.124934345,0.85450035,0.001494,0.772207,0.003911,0.000487,0.004795,0.036727
341,0.010962,0.993714,1.000000,65513.007812,0.020593883,0.12493169,0.85447437,0.001488,0.775767,0.003676,0.000477,0.004825,0.036921
342,0.010962,0.993690,1.000000,65512.992188,0.020622468,0.12492907,0.8544485,0.001493,0.772295,0.003087,0.000472,0.004854,0.037114
343,0.010962,0.993666,1.000000,65512.976562,0.020651065,0.12492644,0.85442245,0.001486,0.777495,0.002889,0.000480,0.004884,0.037307
344,0.010961,0.993642,1.000000,65512.976562,0.020679671,0.1249238,0.8543965,0.001473,0.786740,0.003424,0.000469,0.004913,0.037500
345,0.010961,0.993618,1.000000,65512.960938,0.020708289,0.12492117,0.85437053,0.001499,0.768486,0.002942,0.000469,0.004942,0.037693
346,0.010961,0.993594,1.000000,65512.960938,0.020736916,0.12491855,0.85434455,0.001505,0.763801,0.002400,0.000467,0.004972,0.037885
347,0.010961,0.993570,1.000000,65512.968750,0.020765545,0.12491595,0.8543185,0.001511,0.759644,0.002082,0.000462,0.005001,0.038078
348,0.010961,0.993546,1.000000,65512.929688,0.020794164,0.12491333,0.8542925,0.001505,0.764385,0.003706,0.000472,0.005031,0.038270
349,0.010960,0.993522,1.000000,65512.960938,0.020822793,0.12491074,0.85426646,0.001507,0.762345,0.004294,0.000466,0.005060,0.038462
350,0.010960,0.993498,1.000000,65512.960938,0.020851418,0.12490813,0.8542404,0.001508,0.762318,0.003083,0.000466,0.005090,0.038654
351,0.010960,0.993474,1.000000,65512.953125,0.020880053,0.124905534,0.85421443,0.001507,0.762703,0.004281,0.000478,0.005119,0.038845
352,0.010960,0.993450,1.000000,65512.976562,0.020908687,0.12490294,0.8541883,0.001506,0.763310,0.002709,0.000481,0.005149,0.039036
353,0.010959,0.993426,1.000000,65512.976562,0.020937322,0.12490037,0.85416234,0.001509,0.761515,0.003629,0.000477,0.005178,0.039227
354,0.010959,0.993401,1.000000,65512.992188,0.020965954,0.1248978,0.8541363,0.001513,0.758707,0.004471,0.000464,0.005208,0.039418
355,0.010959,0.993377,1.000000,65513.023438,0.020994574,0.12489522,0.85411024,0.001530,0.746220,0.003551,0.000454,0.005237,0.039615
356,0.010959,0.993353,1.000000,65513.039062,0.02102318,0.12489265,0.85408413,0.001539,0.739662,0.004130,0.000454,0.005267,0.039818
357,0.010958,0.993329,1.000000,65513.039062,0.021051781,0.12489009,0.8540581,0.001526,0.748866,0.002395,0.000468,0.005296,0.040020
358,0.010958,0.993305,1.000000,65513.078125,0.02108037,0.12488755,0.85403204,0.001519,0.753885,0.002958,0.000462,0.005326,0.040222
359,0.010958,0.993280,1.000000,65513.085938,0.021108955,0.124885,0.85400605,0.001558,0.726190,0.003400,0.000455,0.005355,0.040424
360,0.010958,0.993256,1.000000,65513.117188,0.021137526,0.12488246,0.85398,0.001548,0.733055,0.002673,0.000447,0.005385,0.040625
361,0.010957,0.993232,1.000000,65513.132812,0.02116608,0.12487992,0.853954,0.001554,0.728487,0.004628,0.000450,0.005414,0.040826
362,0.010957,0.993208,1.000000,65513.164062,0.021194601,0.1248774,0.853928,0.001560,0.724671,0.002826,0.000450,0.005444,0.041027
363,0.010957,0.993183,1.000000,65513.203125,0.021223092,0.12487488,0.85390204,0.001529,0.746944,0.004610,0.000461,0.005473,0.041227
364,0.010957,0.993159,1.000000,65513.242188,0.021251557,0.124872364,0.8538761,0.001529,0.746648,0.003959,0.000460,0.005502,0.041427
365,0.010956,0.993135,1.000000,65513.296875,0.021279983,0.12486985,0.8538501,0.001530,0.746459,0.003110,0.000471,0.005532,0.041626
366,0.010956,0.993110,1.000000,65513.335938,0.021308383,0.12486736,0.8538243,0.001523,0.751295,0.004066,0.000457,0.005561,0.041825
367,0.010956,0.993086,1.000000,65513.367188,0.02133675,0.124864876,0.8537984,0.001515,0.757049,0.005226,0.000464,0.005590,0.042024
368,0.010956,0.993062,1.000000,65513.414062,0.021365076,0.1248624,0.8537725,0.001519,0.754392,0.004143,0.000467,0.005620,0.042222
369,0.010956,0.993037,1.000000,65513.476562,0.021393359,0.12485993,0.8537467,0.001494,0.771768,0.002685,0.000469,0.005649,0.042419
370,0.010955,0.993013,1.000000,65513.539062,0.021421608,0.12485748,0.8537209,0.001492,0.773287,0.005730,0.000453,0.005678,0.042616
371,0.010955,0.992989,1.000000,65513.601562,0.021449814,0.124855034,0.85369515,0.001494,0.772201,0.002568,0.000455,0.005707,0.042812
372,0.010955,0.992964,1.000000,65513.640625,0.021477973,0.1248526,0.85366946,0.001531,0.745205,0.004690,0.000466,0.005736,0.043008
373,0.010955,0.992940,1.000000,65513.718750,0.02150609,0.124850154,0.8536437,0.001536,0.741781,0.002757,0.000468,0.005765,0.043204
374,0.010954,0.992916,1.000000,65513.773438,0.021534158,0.12484775,0.85361814,0.001517,0.755647,0.003637,0.000454,0.005794,0.043399
375,0.010954,0.992891,1.000000,65513.851562,0.021562172,0.12484533,0.8535925,0.001512,0.759060,0.002739,0.000453,0.005823,0.043593
376,0.010954,0.992867,1.000000,65513.929688,0.021590129,0.12484294,0.85356694,0.001513,0.758412,0.003214,0.000461,0.005852,0.043786
377,0.010954,0.992843,1.000000,65513.992188,0.02161802,0.124840565,0.85354143,0.001501,0.766677,0.002544,0.000455,0.005881,0.043979
