iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum
378,0.010954,0.992818,1.000000,65514.093750,0.021645846,0.12483818,0.8535159,0.001495,0.771340,0.002658,0.000447,0.005910,0.044171
379,0.010953,0.992794,1.000000,65514.179688,0.021673605,0.12483582,0.8534906,0.001514,0.757339,0.005498,0.000458,0.005938,0.044362
380,0.010953,0.992770,1.000000,65514.273438,0.021701304,0.1248335,0.8534652,0.001513,0.758252,0.004765,0.000453,0.005967,0.044553
381,0.010953,0.992746,1.000000,65514.359375,0.021728931,0.12483117,0.8534399,0.001511,0.760074,0.002037,0.000449,0.005996,0.044743
382,0.010953,0.992721,1.000000,65514.460938,0.021756485,0.124828845,0.8534147,0.001534,0.743515,0.002930,0.000447,0.006024,0.044932
383,0.010953,0.992697,1.000000,65514.554688,0.021783972,0.12482654,0.8533895,0.001567,0.718969,0.003000,0.000451,0.006053,0.045121
384,0.010952,0.992673,1.000000,65514.656250,0.021811394,0.124824256,0.8533644,0.001602,0.693292,0.004447,0.000452,0.006081,0.045308
385,0.010952,0.992649,1.000000,65514.750000,0.02183874,0.12482198,0.85333925,0.001586,0.705152,0.002978,0.000466,0.006109,0.045495
386,0.010952,0.992625,1.000000,65514.867188,0.021866009,0.12481972,0.8533143,0.001577,0.712072,0.003923,0.000471,0.006137,0.045682
387,0.010952,0.992600,1.000000,65514.976562,0.021893196,0.12481746,0.85328937,0.001598,0.696330,0.004468,0.000456,0.006166,0.045867
388,0.010951,0.992576,1.000000,65515.101562,0.021920305,0.12481522,0.85326445,0.001593,0.700093,0.003815,0.000458,0.006194,0.046051
389,0.010951,0.992552,1.000000,65515.226562,0.021947334,0.124813,0.8532397,0.001592,0.700612,0.002643,0.000455,0.006222,0.046235
390,0.010951,0.992528,1.000000,65515.335938,0.02197428,0.124810785,0.8532149,0.001588,0.703853,0.003818,0.000457,0.006249,0.046418
391,0.010951,0.992504,1.000000,65515.468750,0.022001142,0.1248086,0.85319024,0.001589,0.703100,0.003511,0.000454,0.006277,0.046600
392,0.010951,0.992480,1.000000,65515.601562,0.022027913,0.124806434,0.8531657,0.001583,0.707120,0.005076,0.000450,0.006305,0.046781
393,0.010950,0.992456,1.000000,65515.742188,0.022054581,0.12480426,0.8531411,0.001592,0.701006,0.002188,0.000450,0.006333,0.046961
394,0.010950,0.992432,1.000000,65515.867188,0.022081146,0.12480211,0.85311675,0.001599,0.695589,0.003714,0.000433,0.006360,0.047140
395,0.010950,0.992408,1.000000,65516.015625,0.022107614,0.124800004,0.8530924,0.001610,0.687489,0.004374,0.000443,0.006388,0.047322
396,0.010950,0.992384,1.000000,65516.164062,0.022133974,0.12479789,0.8530681,0.001592,0.701128,0.002936,0.000438,0.006415,0.047510
397,0.010950,0.992360,1.000000,65516.296875,0.02216023,0.1247958,0.853044,0.001581,0.708837,0.002816,0.000442,0.006442,0.047698
398,0.010949,0.992336,1.000000,65516.457031,0.02218639,0.12479373,0.8530199,0.001586,0.704842,0.003370,0.000443,0.006469,0.047884
399,0.010949,0.992312,1.000000,65516.605469,0.022212444,0.12479166,0.8529959,0.001606,0.690618,0.005214,0.000441,0.006496,0.048070
400,0.010949,0.992288,1.000000,65516.769531,0.022238392,0.124789625,0.852972,0.001617,0.681998,0.002387,0.000448,0.006523,0.048255
401,0.010949,0.992265,1.000000,65516.910156,0.022264227,0.12478761,0.8529482,0.001603,0.692236,0.003684,0.000442,0.006550,0.048439
402,0.010949,0.992241,1.000000,65517.066406,0.022289947,0.1247856,0.8529244,0.001610,0.687404,0.003797,0.000441,0.006576,0.048621
403,0.010948,0.992217,1.000000,65517.230469,0.022315534,0.12478363,0.8529008,0.001591,0.701813,0.003060,0.000449,0.006603,0.048803
404,0.010948,0.992193,1.000000,65517.410156,0.022341002,0.12478166,0.8528773,0.001558,0.725855,0.002668,0.000446,0.006629,0.048983
405,0.010948,0.992170,1.000000,65517.574219,0.022366354,0.12477971,0.8528539,0.001556,0.727380,0.002202,0.000448,0.006656,0.049163
406,0.010948,0.992146,1.000000,65517.746094,0.022391584,0.12477779,0.85283065,0.001558,0.725772,0.002087,0.000444,0.006682,0.049341
407,0.010948,0.992123,1.000000,65517.910156,0.022416696,0.12477586,0.85280746,0.001541,0.738414,0.002621,0.000441,0.006708,0.049518
408,0.010948,0.992099,1.000000,65518.089844,0.022441685,0.12477396,0.85278434,0.001521,0.752781,0.005163,0.000456,0.006734,0.049695
409,0.010947,0.992076,1.000000,65518.261719,0.022466531,0.12477208,0.8527614,0.001498,0.768902,0.002971,0.000465,0.006760,0.049870
410,0.010947,0.992052,1.000000,65518.457031,0.022491246,0.12477025,0.85273856,0.001476,0.784482,0.003182,0.000465,0.006785,0.050044
411,0.010947,0.992029,1.000000,65518.636719,0.022515813,0.1247684,0.8527158,0.001454,0.799369,0.003360,0.000468,0.006811,0.050216
412,0.010947,0.992005,1.000000,65518.816406,0.022540236,0.12476658,0.85269314,0.001447,0.804642,0.003328,0.000466,0.006836,0.050388
413,0.010947,0.991982,1.000000,65519.019531,0.022564525,0.12476479,0.8526707,0.001399,0.836028,0.004368,0.000456,0.006861,0.050558
414,0.010946,0.991959,1.000000,65519.199219,0.022588678,0.12476301,0.8526483,0.001397,0.836949,0.002659,0.000454,0.006887,0.050727
415,0.010946,0.991936,1.000000,65519.386719,0.022612687,0.124761246,0.8526261,0.001366,0.855952,0.004366,0.000461,0.006911,0.050895
416,0.010946,0.991913,1.000000,65519.597656,0.022636563,0.12475952,0.8526039,0.001364,0.857449,0.003289,0.000464,0.006936,0.051061
417,0.010946,0.991890,1.000000,65519.792969,0.022660298,0.12475779,0.8525819,0.001369,0.854550,0.002690,0.000453,0.006961,0.051227
418,0.010946,0.991867,1.000000,65520.003906,0.022683892,0.1247561,0.85256004,0.001371,0.853290,0.002695,0.000447,0.006985,0.051391
419,0.010945,0.991843,1.000000,65520.199219,0.02270735,0.12475441,0.8525382,0.001382,0.846613,0.004138,0.000444,0.007010,0.051554
420,0.010945,0.991821,1.000000,65520.394531,0.022730665,0.12475276,0.85251653,0.001399,0.835636,0.004075,0.000449,0.007034,0.051715
421,0.010945,0.991798,1.000000,65520.605469,0.022753851,0.12475112,0.852495,0.001394,0.838825,0.004757,0.000439,0.007058,0.051876
422,0.010945,0.991775,1.000000,65520.832031,0.0227769,0.124749504,0.85247356,0.001400,0.834871,0.005492,0.000440,0.007082,0.052035
423,0.010945,0.991752,1.000000,65521.035156,0.022799818,0.1247479,0.8524523,0.001415,0.825491,0.003255,0.000447,0.007106,0.052193
424,0.010945,0.991729,1.000000,65521.261719,0.022822604,0.12474632,0.85243106,0.001427,0.817751,0.005825,0.000450,0.007130,0.052350
425,0.010944,0.991706,1.000000,65521.488281,0.022845253,0.12474475,0.85241,0.001424,0.819778,0.002438,0.000455,0.007153,0.052505
426,0.010944,0.991684,1.000000,65521.722656,0.022867776,0.12474322,0.852389,0.001425,0.818875,0.004865,0.000451,0.007177,0.052659
427,0.010944,0.991661,1.000000,65521.925781,0.02289016,0.124741696,0.8523681,0.001438,0.810343,0.003993,0.000457,0.007200,0.052812
428,0.010944,0.991638,1.000000,65522.167969,0.022912402,0.124740206,0.85234743,0.001403,0.833428,0.002762,0.000459,0.007223,0.052964
429,0.010944,0.991616,1.000000,65522.402344,0.022934508,0.12473872,0.85232675,0.001394,0.838863,0.004373,0.000458,0.007246,0.053115
430,0.010943,0.991593,1.000000,65522.628906,0.02295648,0.124737255,0.8523063,0.001369,0.854446,0.002980,0.000463,0.007269,0.053264
431,0.010943,0.991570,1.000000,65522.863281,0.022978311,0.1247358,0.85228586,0.001359,0.860159,0.002542,0.000464,0.007292,0.053412
432,0.010943,0.991548,1.000000,65523.113281,0.02300002,0.124734394,0.8522656,0.001357,0.861523,0.004914,0.000475,0.007314,0.053559
433,0.010943,0.991525,1.000000,65523.332031,0.023021601,0.124732964,0.85224545,0.001354,0.863213,0.002916,0.000466,0.007337,0.053705
434,0.010943,0.991503,1.000000,65523.582031,0.02304308,0.12473158,0.8522253,0.001349,0.866213,0.002755,0.000462,0.007359,0.053850
435,0.010942,0.991481,1.000000,65523.824219,0.023064436,0.1247302,0.85220534,0.001344,0.869167,0.003952,0.000464,0.007382,0.053993
436,0.010942,0.991458,1.000000,65524.082031,0.023085678,0.12472886,0.8521855,0.001350,0.865578,0.004133,0.000470,0.007404,0.054136
437,0.010942,0.991436,1.000000,65524.316406,0.023106812,0.12472751,0.8521657,0.001347,0.867397,0.003207,0.000471,0.007426,0.054277
438,0.010942,0.991413,1.000000,65524.566406,0.023127818,0.1247262,0.85214597,0.001346,0.867715,0.003039,0.000467,0.007448,0.054417
439,0.010942,0.991391,1.000000,65524.828125,0.023148714,0.12472489,0.85212636,0.001334,0.874826,0.002722,0.000453,0.007470,0.054556
440,0.010942,0.991369,1.000000,65525.078125,0.023169491,0.12472359,0.8521069,0.001327,0.878919,0.003106,0.000450,0.007491,0.054694
441,0.010941,0.991347,1.000000,65525.351562,0.023190152,0.124722324,0.8520875,0.001335,0.874522,0.002385,0.000447,0.007513,0.054831
442,0.010941,0.991324,1.000000,65525.625000,0.023210693,0.12472107,0.85206825,0.001345,0.868360,0.004331,0.000450,0.007534,0.054967
443,0.010941,0.991302,1.000000,65525.875000,0.023231125,0.124719836,0.85204905,0.001335,0.874560,0.002231,0.000450,0.007556,0.055102
444,0.010941,0.991280,1.000000,65526.156250,0.023251457,0.12471861,0.85203,0.001385,0.844590,0.002153,0.000451,0.007577,0.055235
445,0.010940,0.991258,1.000000,65526.414062,0.023271697,0.12471739,0.8520109,0.001376,0.849836,0.002583,0.000446,0.007598,0.055368
446,0.010940,0.991236,1.000000,65526.703125,0.02329185,0.124716185,0.85199195,0.001374,0.851532,0.002397,0.000456,0.007619,0.055500
447,0.010940,0.991214,1.000000,65526.976562,0.023311922,0.124715,0.85197306,0.001380,0.847797,0.003790,0.000468,0.007640,0.055631
448,0.010940,0.991192,1.000000,65527.242188,0.0233319,0.124713816,0.8519543,0.001365,0.856485,0.003899,0.000479,0.007661,0.055761
449,0.010940,0.991170,1.000000,65527.531250,0.023351809,0.124712646,0.8519355,0.001373,0.851989,0.003990,0.000472,0.007682,0.055890
450,0.010939,0.991148,1.000000,65527.835938,0.023371633,0.12471148,0.85191685,0.001348,0.867080,0.003207,0.000479,0.007703,0.056018
451,0.010939,0.991126,1.000000,65528.117188,0.023391385,0.12471033,0.8518983,0.001330,0.877267,0.004215,0.000467,0.007723,0.056145
452,0.010939,0.991104,1.000000,65528.398438,0.02341106,0.12470919,0.8518798,0.001317,0.884445,0.006009,0.000475,0.007744,0.056272
453,0.010939,0.991081,1.000000,65528.703125,0.023430659,0.124708064,0.8518613,0.001318,0.884036,0.003925,0.000465,0.007764,0.056398
454,0.010938,0.991060,1.000000,65529.000000,0.023450186,0.12470693,0.8518429,0.001320,0.882528,0.003180,0.000461,0.007785,0.056523
455,0.010938,0.991038,1.000000,65529.304688,0.023469646,0.124705814,0.8518245,0.001304,0.891522,0.003019,0.000460,0.007805,0.056647
456,0.010938,0.991016,1.000000,65529.609375,0.023489034,0.124704696,0.8518062,0.001304,0.891136,0.003277,0.000458,0.007826,0.056770
457,0.010938,0.990994,1.000000,65529.914062,0.023508353,0.12470361,0.85178804,0.001296,0.895386,0.002551,0.000452,0.007846,0.056893
458,0.010938,0.990972,1.000000,65530.218750,0.023527611,0.124702536,0.8517699,0.001284,0.901822,0.002497,0.000458,0.007866,0.057015
459,0.010937,0.990950,1.000000,65530.546875,0.023546802,0.12470143,0.8517518,0.001285,0.900965,0.001984,0.000463,0.007886,0.057136
460,0.010937,0.990929,1.000000,65530.843750,0.023565924,0.12470036,0.8517337,0.001290,0.898415,0.003823,0.000463,0.007906,0.057257
461,0.010937,0.990907,1.000000,65531.156250,0.02358498,0.12469929,0.8517157,0.001292,0.897478,0.002664,0.000467,0.007926,0.057376
462,0.010937,0.990885,1.000000,65531.468750,0.023603976,0.12469822,0.85169774,0.001284,0.901798,0.003503,0.000464,0.007946,0.057495
463,0.010936,0.990863,1.000000,65531.804688,0.023622915,0.12469715,0.85168,0.001276,0.905919,0.003353,0.000466,0.007966,0.057614
464,0.010936,0.990841,1.000000,65532.125000,0.023641808,0.124696106,0.8516621,0.001302,0.892397,0.003427,0.000473,0.007986,0.057732
465,0.010936,0.990819,1.000000,65532.445312,0.023660658,0.124695055,0.85164434,0.001267,0.910196,0.006022,0.000476,0.008005,0.057849
466,0.010936,0.990798,1.000000,65532.773438,0.02367948,0.12469401,0.8516266,0.001278,0.904671,0.002660,0.000480,0.008025,0.057966
467,0.010935,0.990776,1.000000,65533.109375,0.023698293,0.12469295,0.85160875,0.001281,0.903099,0.003243,0.000475,0.008045,0.058082
468,0.010935,0.990754,1.000000,65533.421875,0.023717081,0.1246919,0.85159105,0.001287,0.899985,0.002936,0.000467,0.008065,0.058198
469,0.010935,0.990732,1.000000,65533.757812,0.023735834,0.12469087,0.8515733,0.001275,0.906041,0.003347,0.000466,0.008084,0.058314
470,0.010935,0.990710,1.000000,65534.093750,0.023754574,0.12468982,0.8515556,0.001268,0.909585,0.002335,0.000471,0.008104,0.058429
471,0.010935,0.990689,1.000000,65534.437500,0.023773279,0.124688774,0.85153794,0.001260,0.913341,0.002995,0.000460,0.008123,0.058544
472,0.010934,0.990667,1.000000,65534.750000,0.02379196,0.12468773,0.8515203,0.001263,0.912151,0.003307,0.000462,0.008143,0.058658
473,0.010934,0.990645,1.000000,65535.093750,0.0238106,0.124686696,0.85150266,0.001262,0.912314,0.005896,0.000463,0.008163,0.058772
474,0.010934,0.990623,1.000000,65535.445312,0.023829212,0.12468565,0.8514851,0.001265,0.911068,0.002380,0.000461,0.008182,0.058885
475,0.010934,0.990602,1.000000,65535.773438,0.02384781,0.124684624,0.85146755,0.001271,0.907999,0.003754,0.000457,0.008202,0.058998
476,0.010933,0.990580,1.000000,65536.109375,0.023866411,0.124683596,0.85145,0.001264,0.911418,0.003138,0.000458,0.008221,0.059111
477,0.010933,0.990558,1.000000,65536.460938,0.023885004,0.12468255,0.85143244,0.001254,0.916297,0.001959,0.000465,0.008241,0.059224
478,0.010933,0.990536,1.000000,65536.789062,0.02390359,0.12468153,0.8514149,0.001261,0.912854,0.003179,0.000473,0.008260,0.059336
479,0.010933,0.990514,1.000000,65537.140625,0.023922151,0.1246805,0.85139734,0.001275,0.906206,0.003261,0.000476,0.008280,0.059448
480,0.010933,0.990493,1.000000,65537.492188,0.023940705,0.124679476,0.8513798,0.001267,0.909889,0.002932,0.000471,0.008299,0.059560
481,0.010932,0.990471,1.000000,65537.835938,0.023959272,0.12467846,0.8513623,0.001259,0.914003,0.002946,0.000471,0.008318,0.059671
482,0.010932,0.990449,1.000000,65538.171875,0.023977831,0.12467743,0.85134476,0.001271,0.908201,0.003739,0.000462,0.008338,0.059782
483,0.010932,0.990427,1.000000,65538.523438,0.023996383,0.12467641,0.8513272,0.001266,0.910530,0.002801,0.000460,0.008357,0.059893
484,0.010932,0.990405,1.000000,65538.867188,0.024014937,0.1246754,0.85130966,0.001270,0.908849,0.003761,0.000475,0.008377,0.060004
485,0.010932,0.990383,1.000000,65539.226562,0.024033489,0.12467439,0.85129213,0.001262,0.912241,0.003643,0.000472,0.008396,0.060115
486,0.010931,0.990361,1.000000,65539.585938,0.02405203,0.124673374,0.8512746,0.001267,0.910038,0.004038,0.000468,0.008416,0.060225
487,0.010931,0.990340,1.000000,65539.937500,0.024070568,0.12467236,0.8512571,0.001280,0.903884,0.003901,0.000470,0.008435,0.060335
488,0.010931,0.990318,1.000000,65540.296875,0.024089096,0.12467137,0.8512395,0.001274,0.906423,0.004575,0.000476,0.008455,0.060445
489,0.010931,0.990296,1.000000,65540.640625,0.024107615,0.12467039,0.85122204,0.001272,0.907618,0.002250,0.000485,0.008474,0.060555
490,0.010931,0.990274,1.000000,65541.000000,0.024126127,0.12466938,0.85120445,0.001284,0.901680,0.003467,0.000506,0.008494,0.060664
491,0.010931,0.990252,1.000000,65541.351562,0.02414465,0.1246684,0.851187,0.001288,0.899746,0.003812,0.000508,0.008513,0.060773
492,0.010930,0.990230,1.000000,65541.718750,0.024163174,0.12466741,0.8511694,0.001267,0.910150,0.004375,0.000502,0.008533,0.060882
493,0.010930,0.990208,1.000000,65542.078125,0.024181705,0.124666445,0.8511518,0.001260,0.913496,0.003591,0.000497,0.008552,0.060991
494,0.010930,0.990186,1.000000,65542.437500,0.024200238,0.12466546,0.8511343,0.001253,0.916884,0.002983,0.000497,0.008572,0.061100
495,0.010930,0.990164,1.000000,65542.804688,0.024218773,0.124664485,0.8511168,0.001285,0.901101,0.002261,0.000502,0.008591,0.061209
496,0.010930,0.990142,1.000000,65543.156250,0.024237303,0.12466351,0.85109925,0.001269,0.909081,0.004277,0.000500,0.008611,0.061317
497,0.010929,0.990120,1.000000,65543.531250,0.024255853,0.12466255,0.8510816,0.001290,0.898492,0.004029,0.000496,0.008630,0.061426
498,0.010929,0.990098,1.000000,65543.890625,0.024274426,0.124661565,0.85106397,0.001275,0.906232,0.003758,0.000495,0.008650,0.061534
499,0.010929,0.990076,1.000000,65544.265625,0.024293013,0.1246606,0.8510464,0.001298,0.894471,0.003895,0.000497,0.008669,0.061642
500,0.010929,0.990054,1.000000,65544.632812,0.024311595,0.12465963,0.85102874,0.001278,0.904706,0.005956,0.000498,0.008689,0.061750
501,0.010929,0.990032,1.000000,65545.000000,0.024330173,0.12465867,0.85101116,0.001272,0.907714,0.003107,0.000495,0.008708,0.061858
502,0.010929,0.990010,1.000000,65545.375000,0.024348743,0.1246577,0.8509935,0.001295,0.896150,0.003430,0.000498,0.008728,0.061966
503,0.010928,0.989988,1.000000,65545.734375,0.024367312,0.12465676,0.850976,0.001281,0.903238,0.002907,0.000501,0.008747,0.062073
504,0.010928,0.989966,1.000000,65546.101562,0.02438588,0.12465581,0.85095835,0.001274,0.906498,0.004106,0.000507,0.008767,0.062180
505,0.010928,0.989944,1.000000,65546.476562,0.024404423,0.12465485,0.85094076,0.001255,0.915764,0.002829,0.000523,0.008786,0.062287
506,0.010928,0.989922,1.000000,65546.835938,0.024422957,0.12465391,0.8509231,0.001273,0.907159,0.004084,0.000524,0.008806,0.062394
507,0.010928,0.989900,1.000000,65547.203125,0.02444148,0.124652974,0.8509056,0.001271,0.908079,0.002334,0.000514,0.008825,0.062501
508,0.010928,0.989877,1.000000,65547.585938,0.024460014,0.124652036,0.85088795,0.001288,0.899523,0.002207,0.000532,0.008845,0.062611
509,0.010927,0.989855,1.000000,65547.929688,0.024478555,0.124651104,0.8508704,0.001289,0.898893,0.003935,0.000537,0.008864,0.062729
510,0.010927,0.989833,1.000000,65548.312500,0.02449709,0.12465017,0.8508528,0.001297,0.894958,0.004153,0.000545,0.008884,0.062847
511,0.010927,0.989811,1.000000,65548.679688,0.024515634,0.12464923,0.85083514,0.001311,0.887363,0.002089,0.000545,0.008904,0.062965
512,0.010927,0.989789,1.000000,65549.046875,0.024534171,0.124648295,0.8508175,0.001297,0.894907,0.002135,0.000553,0.008923,0.063082
513,0.010927,0.989767,1.000000,65549.421875,0.024552692,0.12464739,0.8507999,0.001299,0.894161,0.002637,0.000561,0.008943,0.063199
514,0.010927,0.989745,1.000000,65549.781250,0.024571216,0.124646455,0.8507824,0.001289,0.899080,0.003191,0.000563,0.008962,0.063316
515,0.010926,0.989722,1.000000,65550.156250,0.024589734,0.12464554,0.85076475,0.001311,0.887840,0.004256,0.000550,0.008982,0.063433
516,0.010926,0.989700,1.000000,65550.523438,0.024608241,0.124644615,0.8507471,0.001338,0.872750,0.004135,0.000549,0.009001,0.063549
517,0.010926,0.989678,1.000000,65550.906250,0.024626752,0.12464369,0.8507295,0.001345,0.868433,0.003292,0.000556,0.009021,0.063666
518,0.010926,0.989655,1.000000,65551.257812,0.02464526,0.12464279,0.850712,0.001327,0.878528,0.003467,0.000568,0.009040,0.063782
519,0.010926,0.989633,1.000000,65551.640625,0.024663763,0.12464186,0.85069436,0.001330,0.877368,0.002584,0.000569,0.009060,0.063898
520,0.010926,0.989611,1.000000,65552.015625,0.024682267,0.124640964,0.8506768,0.001324,0.880494,0.006460,0.000570,0.009079,0.064014
521,0.010925,0.989589,1.000000,65552.367188,0.024700766,0.12464007,0.8506592,0.001298,0.894514,0.003508,0.000559,0.009099,0.064130
522,0.010925,0.989566,1.000000,65552.742188,0.024719251,0.12463915,0.8506416,0.001273,0.906933,0.003046,0.000541,0.009118,0.064246
523,0.010925,0.989544,1.000000,65553.109375,0.024737729,0.12463827,0.850624,0.001285,0.900982,0.003973,0.000543,0.009138,0.064361
524,0.010925,0.989522,1.000000,65553.468750,0.024756186,0.124637365,0.85060644,0.001271,0.908210,0.002411,0.000550,0.009157,0.064476
525,0.010925,0.989499,1.000000,65553.843750,0.024774652,0.1246365,0.85058886,0.001258,0.914277,0.002537,0.000529,0.009177,0.064591
526,0.010925,0.989477,1.000000,65554.210938,0.024793098,0.1246356,0.85057133,0.001268,0.909395,0.006027,0.000530,0.009196,0.064706
527,0.010925,0.989455,1.000000,65554.585938,0.024811555,0.12463474,0.85055375,0.001259,0.914085,0.004016,0.000524,0.009216,0.064820
528,0.010924,0.989432,1.000000,65554.945312,0.024830002,0.12463387,0.85053617,0.001277,0.905189,0.002667,0.000532,0.009235,0.064935
529,0.010924,0.989409,1.000000,65555.320312,0.024848437,0.12463301,0.8505186,0.001285,0.901017,0.003171,0.000540,0.009255,0.065049
530,0.010924,0.989387,1.000000,65555.679688,0.024866872,0.12463215,0.85050094,0.001279,0.903953,0.001978,0.000547,0.009274,0.065163
531,0.010924,0.989365,1.000000,65556.039062,0.024885306,0.12463129,0.8504834,0.001270,0.908777,0.002961,0.000552,0.009294,0.065277
532,0.010924,0.989342,1.000000,65556.414062,0.024903731,0.12463045,0.85046583,0.001282,0.902525,0.003414,0.000555,0.009313,0.065390
533,0.010924,0.989320,1.000000,65556.765625,0.02492213,0.124629594,0.8504483,0.001314,0.886097,0.004469,0.000554,0.009333,0.065504
534,0.010924,0.989297,1.000000,65557.132812,0.024940507,0.12462876,0.8504307,0.001299,0.893839,0.006496,0.000552,0.009352,0.065617
535,0.010923,0.989275,1.000000,65557.507812,0.024958873,0.124627925,0.85041314,0.001340,0.871459,0.002811,0.000545,0.009371,0.065729
536,0.010923,0.989252,1.000000,65557.867188,0.02497725,0.12462711,0.8503957,0.001303,0.892091,0.002765,0.000529,0.009391,0.065842
537,0.010923,0.989230,1.000000,65558.218750,0.024995625,0.1246263,0.85037804,0.001305,0.890869,0.004563,0.000526,0.009410,0.065955
538,0.010923,0.989207,1.000000,65558.570312,0.025013998,0.12462548,0.8503606,0.001301,0.893157,0.003217,0.000526,0.009430,0.066067
539,0.010923,0.989184,1.000000,65558.929688,0.025032353,0.12462466,0.850343,0.001306,0.890122,0.005310,0.000538,0.009449,0.066180
540,0.010923,0.989161,1.000000,65559.281250,0.025050715,0.124623865,0.8503254,0.001307,0.889872,0.005645,0.000525,0.009469,0.066292
541,0.010923,0.989139,1.000000,65559.640625,0.025069082,0.12462307,0.8503078,0.001303,0.892107,0.002884,0.000535,0.009488,0.066404
542,0.010922,0.989116,1.000000,65559.984375,0.025087433,0.124622256,0.8502903,0.001291,0.898012,0.003165,0.000544,0.009508,0.066516
543,0.010922,0.989094,1.000000,65560.351562,0.025105784,0.12462147,0.8502727,0.001312,0.886891,0.002437,0.000541,0.009527,0.066628
544,0.010922,0.989071,1.000000,65560.695312,0.025124112,0.124620706,0.8502552,0.001291,0.898248,0.007631,0.000546,0.009546,0.066739
545,0.010922,0.989048,1.000000,65561.039062,0.025142416,0.12461993,0.85023767,0.001282,0.902875,0.004171,0.000548,0.009566,0.066850
546,0.010922,0.989026,1.000000,65561.406250,0.025160702,0.124619156,0.8502201,0.001275,0.905983,0.003642,0.000533,0.009585,0.066961
547,0.010922,0.989003,1.000000,65561.734375,0.025179004,0.12461839,0.85020256,0.001284,0.901829,0.004827,0.000544,0.009605,0.067072
548,0.010922,0.988980,1.000000,65562.093750,0.025197303,0.12461764,0.8501851,0.001272,0.907421,0.002345,0.000539,0.009624,0.067183
549,0.010921,0.988957,1.000000,65562.453125,0.025215598,0.1246169,0.8501675,0.001296,0.895407,0.002609,0.000545,0.009643,0.067293
550,0.010921,0.988934,1.000000,65562.789062,0.025233872,0.124616146,0.8501499,0.001296,0.895370,0.003795,0.000543,0.009663,0.067404
551,0.010921,0.988911,1.000000,65563.140625,0.025252113,0.12461541,0.85013247,0.001305,0.891029,0.003851,0.000536,0.009682,0.067513
552,0.010921,0.988889,1.000000,65563.476562,0.025270356,0.124614686,0.850115,0.001294,0.896571,0.002737,0.000529,0.009702,0.067623
553,0.010921,0.988866,1.000000,65563.812500,0.025288578,0.12461396,0.8500975,0.001298,0.894733,0.004229,0.000529,0.009721,0.067733
554,0.010921,0.988843,1.000000,65564.164062,0.025306784,0.12461323,0.85008,0.001293,0.897194,0.002904,0.000535,0.009740,0.067842
555,0.010921,0.988820,1.000000,65564.500000,0.025324972,0.12461253,0.85006255,0.001282,0.902834,0.003398,0.000542,0.009760,0.067951
556,0.010921,0.988797,1.000000,65564.835938,0.025343137,0.12461182,0.850045,0.001276,0.905815,0.003456,0.000542,0.009779,0.068060
557,0.010920,0.988774,1.000000,65565.164062,0.025361273,0.12461112,0.8500276,0.001272,0.907581,0.002961,0.000537,0.009798,0.068168
558,0.010920,0.988751,1.000000,65565.500000,0.025379406,0.124610424,0.85001016,0.001279,0.904109,0.002535,0.000545,0.009817,0.068276
559,0.010920,0.988728,1.000000,65565.835938,0.025397522,0.12460973,0.84999275,0.001283,0.902097,0.003509,0.000538,0.009837,0.068384
560,0.010920,0.988705,1.000000,65566.156250,0.025415637,0.12460905,0.84997535,0.001270,0.908724,0.002992,0.000558,0.009856,0.068492
561,0.010920,0.988682,1.000000,65566.492188,0.025433725,0.124608375,0.8499579,0.001253,0.916830,0.003063,0.000554,0.009875,0.068600
562,0.010920,0.988659,1.000000,65566.820312,0.025451787,0.12460771,0.84994054,0.001255,0.915621,0.004916,0.000545,0.009894,0.068707
563,0.010920,0.988636,1.000000,65567.156250,0.025469827,0.124607034,0.84992313,0.001245,0.920325,0.003011,0.000548,0.009914,0.068814
564,0.010920,0.988613,1.000000,65567.476562,0.02548785,0.12460639,0.8499058,0.001235,0.924793,0.003671,0.000535,0.009933,0.068921
565,0.010919,0.988590,1.000000,65567.804688,0.025505872,0.12460574,0.8498884,0.001244,0.920858,0.002679,0.000537,0.009952,0.069028
566,0.010919,0.988567,1.000000,65568.117188,0.025523914,0.12460508,0.849871,0.001237,0.924065,0.004272,0.000523,0.009971,0.069134
567,0.010919,0.988543,1.000000,65568.445312,0.025541926,0.124604434,0.8498537,0.001255,0.915913,0.001834,0.000518,0.009990,0.069241
568,0.010919,0.988520,1.000000,65568.765625,0.025559926,0.124603786,0.8498363,0.001241,0.922090,0.004518,0.000527,0.010010,0.069347
569,0.010919,0.988497,1.000000,65569.093750,0.025577914,0.124603145,0.84981894,0.001239,0.923082,0.002953,0.000525,0.010029,0.069453
570,0.010919,0.988474,1.000000,65569.406250,0.025595888,0.124602504,0.8498016,0.001229,0.927330,0.003487,0.000524,0.010048,0.069558
571,0.010919,0.988451,1.000000,65569.726562,0.025613843,0.12460188,0.8497843,0.001240,0.922512,0.004060,0.000526,0.010067,0.069664
572,0.010919,0.988427,1.000000,65570.054688,0.025631752,0.124601245,0.84976697,0.001240,0.922592,0.003030,0.000527,0.010086,0.069769
573,0.010918,0.988404,1.000000,65570.367188,0.025649622,0.12460065,0.84974974,0.001244,0.920739,0.005515,0.000538,0.010105,0.069873
