iter,loss,low_norm,mid_norm,high_norm,low_frac,mid_frac,high_frac
372,0.010955,0.231142,0.037234,0.066542,0.901856,0.023402,0.074742
373,0.010955,0.230870,0.037265,0.066519,0.901657,0.023492,0.074851
374,0.010954,0.230360,0.037306,0.066547,0.901161,0.023635,0.075204
375,0.010954,0.230015,0.037361,0.066612,0.900698,0.023763,0.075539
376,0.010954,0.229390,0.037335,0.066669,0.900123,0.023844,0.076033
377,0.010954,0.228939,0.037440,0.066610,0.899769,0.024064,0.076167
378,0.010954,0.228518,0.037439,0.066736,0.899177,0.024136,0.076688
379,0.010953,0.228188,0.037407,0.066747,0.898928,0.024157,0.076914
380,0.010953,0.227718,0.037317,0.066820,0.898507,0.024129,0.077364
381,0.010953,0.227477,0.037451,0.066802,0.898194,0.024346,0.077460
382,0.010953,0.227172,0.037423,0.066803,0.897981,0.024369,0.077651
383,0.010953,0.226523,0.037362,0.066907,0.897308,0.024410,0.078282
384,0.010952,0.226296,0.037506,0.066902,0.896965,0.024639,0.078396
385,0.010952,0.225688,0.037583,0.066912,0.896353,0.024856,0.078790
386,0.010952,0.225217,0.037551,0.066953,0.895916,0.024907,0.079178
387,0.010952,0.224864,0.037478,0.067005,0.895600,0.024878,0.079522
388,0.010951,0.224454,0.037552,0.067012,0.895153,0.025056,0.079791
389,0.010951,0.224031,0.037432,0.067095,0.894765,0.024979,0.080256
390,0.010951,0.223589,0.037557,0.066989,0.894470,0.025238,0.080291
391,0.010951,0.223322,0.037559,0.067062,0.894084,0.025290,0.080626
392,0.010951,0.222813,0.037533,0.067037,0.893738,0.025361,0.080901
393,0.010950,0.222339,0.037637,0.067084,0.893105,0.025592,0.081303
394,0.010950,0.221914,0.037491,0.067124,0.892829,0.025483,0.081688
395,0.010950,0.221557,0.037628,0.067143,0.892312,0.025738,0.081951
396,0.010950,0.221063,0.037621,0.067159,0.891856,0.025831,0.082314
397,0.010950,0.220735,0.037546,0.067252,0.891457,0.025792,0.082751
398,0.010949,0.220196,0.037541,0.067202,0.891100,0.025902,0.082998
399,0.010949,0.219744,0.037645,0.067115,0.890764,0.026142,0.083094
400,0.010949,0.219245,0.037564,0.067157,0.890327,0.026136,0.083537
401,0.010949,0.218923,0.037513,0.067161,0.890094,0.026135,0.083771
402,0.010949,0.218330,0.037579,0.067151,0.889503,0.026352,0.084144
403,0.010948,0.217720,0.037621,0.067108,0.888995,0.026544,0.084461
404,0.010948,0.217404,0.037715,0.067085,0.888643,0.026743,0.084614
405,0.010948,0.217054,0.037733,0.067034,0.888415,0.026849,0.084737
406,0.010948,0.216526,0.037671,0.067168,0.887707,0.026869,0.085424
407,0.010948,0.216206,0.037715,0.067122,0.887459,0.027005,0.085536
408,0.010948,0.215707,0.037830,0.067085,0.886935,0.027279,0.085786
409,0.010947,0.215510,0.037782,0.067085,0.886812,0.027257,0.085931
410,0.010947,0.214765,0.037844,0.067045,0.886128,0.027515,0.086357
411,0.010947,0.214334,0.037757,0.067114,0.885675,0.027484,0.086841
412,0.010947,0.213742,0.037865,0.067134,0.884928,0.027772,0.087300
413,0.010947,0.213285,0.037843,0.067145,0.884495,0.027846,0.087659
414,0.010946,0.212925,0.037831,0.067155,0.884142,0.027911,0.087947
415,0.010946,0.212370,0.037850,0.067107,0.883694,0.028070,0.088236
416,0.010946,0.212052,0.037888,0.067059,0.883446,0.028203,0.088351
417,0.010946,0.211595,0.037899,0.067045,0.883019,0.028328,0.088653
418,0.010946,0.211142,0.037942,0.067041,0.882528,0.028498,0.088974
419,0.010945,0.210769,0.037877,0.067054,0.882217,0.028491,0.089292
420,0.010945,0.210147,0.037883,0.067020,0.881674,0.028651,0.089674
421,0.010945,0.209541,0.037865,0.066992,0.881160,0.028773,0.090067
422,0.010945,0.209093,0.037948,0.067076,0.880399,0.028999,0.090602
423,0.010945,0.208980,0.038032,0.066946,0.880482,0.029161,0.090357
424,0.010945,0.208687,0.037964,0.066970,0.880221,0.029130,0.090649
425,0.010944,0.208101,0.038056,0.067008,0.879412,0.029409,0.091179
426,0.010944,0.207407,0.037982,0.067007,0.878803,0.029472,0.091725
427,0.010944,0.206964,0.037947,0.066990,0.878435,0.029531,0.092034
428,0.010944,0.206682,0.037985,0.066927,0.878245,0.029665,0.092090
429,0.010944,0.206086,0.037929,0.066957,0.877631,0.029728,0.092641
430,0.010943,0.205787,0.037961,0.066905,0.877400,0.029856,0.092744
431,0.010943,0.205424,0.037908,0.066935,0.877020,0.029865,0.093115
432,0.010943,0.204881,0.037857,0.066881,0.876652,0.029931,0.093416
433,0.010943,0.204541,0.037892,0.066833,0.876362,0.030075,0.093562
434,0.010943,0.203739,0.037947,0.066855,0.875376,0.030366,0.094258
435,0.010942,0.203479,0.037857,0.066807,0.875343,0.030299,0.094358
436,0.010942,0.203042,0.037843,0.066848,0.874790,0.030388,0.094822
437,0.010942,0.201974,0.037792,0.066814,0.873788,0.030592,0.095619
438,0.010942,0.201906,0.037777,0.066787,0.873802,0.030589,0.095610
439,0.010942,0.201365,0.037749,0.066809,0.873193,0.030687,0.096119
440,0.010942,0.201226,0.037780,0.066815,0.872981,0.030772,0.096247
441,0.010941,0.200594,0.037657,0.066776,0.872556,0.030751,0.096693
442,0.010941,0.200219,0.037687,0.066745,0.872176,0.030901,0.096924
443,0.010941,0.199619,0.037635,0.066793,0.871457,0.030976,0.097566
444,0.010941,0.198612,0.037797,0.066701,0.870321,0.031519,0.098160
445,0.010940,0.197914,0.037692,0.066699,0.869683,0.031543,0.098774
446,0.010940,0.197263,0.037663,0.066660,0.869077,0.031681,0.099242
447,0.010940,0.197034,0.037631,0.066710,0.868730,0.031687,0.099583
448,0.010940,0.196713,0.037642,0.066619,0.868576,0.031805,0.099619
449,0.010940,0.195644,0.037555,0.066613,0.867471,0.031964,0.100565
450,0.010939,0.195541,0.037537,0.066571,0.867488,0.031967,0.100545
451,0.010939,0.194686,0.037573,0.066585,0.866388,0.032269,0.101343
452,0.010939,0.194201,0.037593,0.066615,0.865699,0.032440,0.101860
453,0.010939,0.193489,0.037555,0.066589,0.864970,0.032586,0.102444
454,0.010938,0.192600,0.037455,0.066605,0.863997,0.032675,0.103328
455,0.010938,0.192245,0.037377,0.066561,0.863800,0.032651,0.103548
456,0.010938,0.191717,0.037439,0.066501,0.863218,0.032920,0.103862
457,0.010938,0.191137,0.037387,0.066488,0.862616,0.033004,0.104380
458,0.010938,0.190307,0.037382,0.066471,0.861637,0.033246,0.105117
459,0.010937,0.189852,0.037186,0.066590,0.861039,0.033034,0.105928
460,0.010937,0.189371,0.037229,0.066525,0.860544,0.033258,0.106198
461,0.010937,0.188559,0.037276,0.066472,0.859583,0.033593,0.106824
462,0.010937,0.187786,0.037175,0.066472,0.858744,0.033654,0.107602
463,0.010936,0.187232,0.037248,0.066471,0.857916,0.033955,0.108130
464,0.010936,0.186674,0.037172,0.066398,0.857509,0.034002,0.108488
465,0.010936,0.185890,0.037082,0.066483,0.856382,0.034079,0.109539
466,0.010936,0.185072,0.037073,0.066461,0.855370,0.034322,0.110308
467,0.010935,0.183978,0.036929,0.066401,0.854298,0.034421,0.111281
468,0.010935,0.183351,0.036931,0.066434,0.853348,0.034621,0.112031
469,0.010935,0.182825,0.036934,0.066419,0.852667,0.034798,0.112535
470,0.010935,0.181922,0.036899,0.066375,0.851601,0.035034,0.113364
471,0.010935,0.181770,0.036914,0.066384,0.851341,0.035111,0.113548
472,0.010934,0.181218,0.036847,0.066382,0.850683,0.035170,0.114147
473,0.010934,0.181032,0.036835,0.066367,0.850485,0.035210,0.114305
474,0.010934,0.180183,0.036826,0.066373,0.849281,0.035476,0.115243
475,0.010934,0.179241,0.036861,0.066409,0.847772,0.035854,0.116374
476,0.010933,0.178677,0.036791,0.066426,0.847022,0.035913,0.117065
477,0.010933,0.178077,0.036764,0.066457,0.846099,0.036062,0.117839
478,0.010933,0.177589,0.036744,0.066446,0.845451,0.036193,0.118357
479,0.010933,0.177419,0.036802,0.066436,0.845134,0.036364,0.118502
480,0.010933,0.176656,0.036623,0.066443,0.844280,0.036286,0.119434
481,0.010932,0.176200,0.036753,0.066468,0.843304,0.036692,0.120004
482,0.010932,0.175606,0.036653,0.066490,0.842512,0.036704,0.120783
483,0.010932,0.175338,0.036693,0.066498,0.842014,0.036875,0.121111
484,0.010932,0.174792,0.036653,0.066491,0.841273,0.036992,0.121735
485,0.010932,0.174433,0.036652,0.066556,0.840523,0.037109,0.122368
486,0.010931,0.174199,0.036687,0.066596,0.839980,0.037257,0.122763
487,0.010931,0.173581,0.036607,0.066585,0.839193,0.037323,0.123484
488,0.010931,0.173264,0.036567,0.066604,0.838707,0.037357,0.123936
489,0.010931,0.172863,0.036602,0.066577,0.838104,0.037575,0.124321
490,0.010931,0.172316,0.036692,0.066611,0.836980,0.037949,0.125071
491,0.010931,0.171530,0.036576,0.066642,0.835831,0.038004,0.126165
492,0.010930,0.170984,0.036516,0.066646,0.835049,0.038087,0.126865
493,0.010930,0.170597,0.036516,0.066636,0.834453,0.038232,0.127315
494,0.010930,0.170440,0.036496,0.066671,0.834123,0.038245,0.127632
495,0.010930,0.169960,0.036482,0.066551,0.833750,0.038415,0.127835
496,0.010930,0.169738,0.036517,0.066627,0.833081,0.038558,0.128361
497,0.010929,0.169015,0.036432,0.066624,0.832049,0.038661,0.129290
498,0.010929,0.168342,0.036442,0.066603,0.830983,0.038942,0.130075
499,0.010929,0.167851,0.036397,0.066591,0.830280,0.039040,0.130680
500,0.010929,0.167567,0.036335,0.066541,0.830077,0.039030,0.130893
501,0.010929,0.167167,0.036397,0.066532,0.829319,0.039315,0.131366
502,0.010929,0.166766,0.036287,0.066585,0.828663,0.039234,0.132103
503,0.010928,0.166402,0.036338,0.066513,0.828185,0.039494,0.132321
504,0.010928,0.165858,0.036241,0.066575,0.827220,0.039496,0.133284
505,0.010928,0.165805,0.036348,0.066528,0.827093,0.039748,0.133159
506,0.010928,0.165226,0.036351,0.066523,0.826103,0.039986,0.133911
507,0.010928,0.164648,0.036312,0.066487,0.825283,0.040142,0.134575
508,0.010928,0.164071,0.036281,0.066499,0.824284,0.040305,0.135410
509,0.010927,0.163646,0.036163,0.066519,0.823681,0.040224,0.136095
510,0.010927,0.163469,0.036218,0.066440,0.823534,0.040425,0.136041
511,0.010927,0.163057,0.036142,0.066453,0.822896,0.040428,0.136676
512,0.010927,0.162887,0.036133,0.066471,0.822547,0.040475,0.136978
513,0.010927,0.162538,0.036139,0.066461,0.821944,0.040634,0.137423
514,0.010927,0.161876,0.036038,0.066506,0.820779,0.040681,0.138540
515,0.010926,0.161528,0.036043,0.066489,0.820193,0.040838,0.138969
516,0.010926,0.161156,0.035963,0.066523,0.819544,0.040811,0.139644
517,0.010926,0.160767,0.035983,0.066415,0.819163,0.041037,0.139800
518,0.010926,0.160391,0.036025,0.066456,0.818249,0.041279,0.140472
519,0.010926,0.160056,0.035977,0.066490,0.817597,0.041309,0.141095
520,0.010926,0.159699,0.035880,0.066486,0.817125,0.041246,0.141628
521,0.010925,0.159307,0.035874,0.066470,0.816458,0.041403,0.142139
522,0.010925,0.158942,0.035906,0.066462,0.815736,0.041629,0.142635
523,0.010925,0.158661,0.035857,0.066461,0.815299,0.041641,0.143060
524,0.010925,0.158495,0.035866,0.066476,0.814915,0.041730,0.143355
525,0.010925,0.157733,0.035802,0.066470,0.813600,0.041917,0.144483
526,0.010925,0.157722,0.035750,0.066478,0.813651,0.041802,0.144547
527,0.010925,0.157437,0.035839,0.066441,0.813063,0.042133,0.144804
528,0.010924,0.157126,0.035778,0.066454,0.812531,0.042128,0.145342
529,0.010924,0.156741,0.035794,0.066471,0.811692,0.042329,0.145979
530,0.010924,0.156247,0.035780,0.066491,0.810682,0.042510,0.146807
531,0.010924,0.155911,0.035763,0.066499,0.810022,0.042619,0.147359
532,0.010924,0.155796,0.035811,0.066458,0.809848,0.042789,0.147363
533,0.010924,0.155532,0.035776,0.066484,0.809300,0.042821,0.147879
534,0.010924,0.155299,0.035701,0.066440,0.809143,0.042760,0.148097
535,0.010923,0.154773,0.035696,0.066482,0.807949,0.042976,0.149075
536,0.010923,0.154102,0.035655,0.066483,0.806674,0.043183,0.150143
537,0.010923,0.153796,0.035768,0.066481,0.805840,0.043586,0.150573
538,0.010923,0.153581,0.035703,0.066472,0.805562,0.043535,0.150903
539,0.010923,0.153341,0.035695,0.066456,0.805146,0.043629,0.151226
540,0.010923,0.153164,0.035711,0.066466,0.804716,0.043744,0.151539
541,0.010923,0.152870,0.035654,0.066432,0.804347,0.043754,0.151899
542,0.010922,0.152678,0.035586,0.066480,0.803908,0.043674,0.152419
543,0.010922,0.152279,0.035612,0.066473,0.803057,0.043919,0.153024
544,0.010922,0.152102,0.035626,0.066511,0.802522,0.044028,0.153451
545,0.010922,0.151829,0.035583,0.066470,0.802186,0.044062,0.153752
546,0.010922,0.151342,0.035514,0.066483,0.801257,0.044121,0.154621
547,0.010922,0.150946,0.035581,0.066435,0.800464,0.044478,0.155058
548,0.010922,0.150784,0.035504,0.066467,0.800155,0.044363,0.155482
549,0.010921,0.150368,0.035502,0.066485,0.799206,0.044551,0.156243
550,0.010921,0.150257,0.035496,0.066526,0.798830,0.044581,0.156589
551,0.010921,0.150249,0.035536,0.066441,0.799051,0.044697,0.156252
552,0.010921,0.149489,0.035481,0.066465,0.797437,0.044923,0.157640
553,0.010921,0.149362,0.035475,0.066504,0.797028,0.044961,0.158011
554,0.010921,0.149455,0.035446,0.066466,0.797431,0.044854,0.157715
555,0.010921,0.148923,0.035437,0.066506,0.796142,0.045081,0.158777
556,0.010921,0.149033,0.035417,0.066486,0.796498,0.044983,0.158519
557,0.010920,0.148667,0.035456,0.066452,0.795750,0.045261,0.158990
558,0.010920,0.147976,0.035373,0.066522,0.794135,0.045380,0.160485
559,0.010920,0.147790,0.035387,0.066445,0.793992,0.045520,0.160488
560,0.010920,0.147323,0.035368,0.066503,0.792766,0.045691,0.161543
561,0.010920,0.147232,0.035421,0.066489,0.792507,0.045870,0.161623
562,0.010920,0.147126,0.035341,0.066541,0.792237,0.045711,0.162051
563,0.010920,0.147083,0.035391,0.066484,0.792258,0.045870,0.161871
564,0.010920,0.146989,0.035418,0.066562,0.791690,0.045965,0.162345
565,0.010919,0.146232,0.035418,0.066479,0.790304,0.046361,0.163335
566,0.010919,0.145744,0.035424,0.066494,0.789123,0.046619,0.164258
567,0.010919,0.145791,0.035427,0.066471,0.789313,0.046607,0.164080
568,0.010919,0.145399,0.035433,0.066479,0.788373,0.046820,0.164807
569,0.010919,0.145076,0.035424,0.066433,0.787830,0.046971,0.165198
570,0.010919,0.144932,0.035422,0.066415,0.787574,0.047043,0.165382
571,0.010919,0.144606,0.035471,0.066384,0.786835,0.047343,0.165822
572,0.010919,0.144736,0.035412,0.066452,0.786994,0.047112,0.165895
573,0.010918,0.144579,0.035424,0.066430,0.786692,0.047227,0.166081
574,0.010918,0.143965,0.035402,0.066427,0.785317,0.047487,0.167196
575,0.010918,0.143425,0.035418,0.066414,0.784068,0.047813,0.168119
576,0.010918,0.143216,0.035400,0.066450,0.783465,0.047869,0.168666
577,0.010918,0.142898,0.035385,0.066447,0.782757,0.047997,0.169246
578,0.010918,0.142946,0.035358,0.066383,0.783180,0.047918,0.168902
579,0.010918,0.142592,0.035387,0.066434,0.782073,0.048168,0.169759
580,0.010917,0.142434,0.035346,0.066468,0.781647,0.048136,0.170217
581,0.010917,0.142185,0.035364,0.066421,0.781198,0.048326,0.170477
582,0.010917,0.142222,0.035327,0.066468,0.781178,0.048199,0.170623
583,0.010917,0.141566,0.035296,0.066449,0.779738,0.048470,0.171792
584,0.010917,0.141486,0.035285,0.066454,0.779546,0.048484,0.171970
585,0.010917,0.141277,0.035277,0.066422,0.779183,0.048582,0.172235
586,0.010917,0.140826,0.035302,0.066390,0.778159,0.048898,0.172943
587,0.010917,0.140823,0.035227,0.066389,0.778314,0.048704,0.172982
588,0.010917,0.140454,0.035258,0.066382,0.777372,0.048986,0.173642
589,0.010916,0.140415,0.035316,0.066365,0.777215,0.049167,0.173618
590,0.010916,0.140173,0.035269,0.066334,0.776846,0.049182,0.173972
591,0.010916,0.139858,0.035265,0.066397,0.775820,0.049326,0.174854
592,0.010916,0.139403,0.035279,0.066389,0.774686,0.049615,0.175699
593,0.010916,0.139381,0.035302,0.066369,0.774661,0.049695,0.175644
594,0.010916,0.138949,0.035274,0.066377,0.773603,0.049856,0.176541
595,0.010916,0.139355,0.035262,0.066369,0.774679,0.049603,0.175718
596,0.010916,0.138792,0.035209,0.066351,0.773460,0.049775,0.176765
597,0.010915,0.138458,0.035294,0.066361,0.772385,0.050188,0.177427
598,0.010915,0.137982,0.035276,0.066292,0.771493,0.050426,0.178081
599,0.010915,0.137878,0.035236,0.066330,0.771161,0.050366,0.178473
600,0.010915,0.137375,0.035192,0.066298,0.770099,0.050538,0.179363
601,0.010915,0.137945,0.035233,0.066325,0.771361,0.050320,0.178319
602,0.010915,0.137260,0.035181,0.066328,0.769700,0.050566,0.179734
603,0.010915,0.136988,0.035183,0.066339,0.768949,0.050721,0.180330
604,0.010915,0.136712,0.035149,0.066354,0.768242,0.050784,0.180974
605,0.010915,0.136790,0.035173,0.066342,0.768444,0.050807,0.180749
606,0.010914,0.136702,0.035127,0.066302,0.768485,0.050742,0.180773
607,0.010914,0.136354,0.035091,0.066275,0.767771,0.050848,0.181380
608,0.010914,0.135785,0.035079,0.066297,0.766210,0.051137,0.182654
609,0.010914,0.135397,0.035083,0.066239,0.765418,0.051390,0.183192
610,0.010914,0.135276,0.035038,0.066290,0.764983,0.051319,0.183698
611,0.010914,0.135442,0.035082,0.066287,0.765338,0.051346,0.183316
612,0.010914,0.134772,0.035062,0.066285,0.763605,0.051681,0.184714
613,0.010914,0.134564,0.034969,0.066294,0.763218,0.051540,0.185242
614,0.010913,0.133966,0.035040,0.066231,0.761714,0.052111,0.186176
615,0.010913,0.134224,0.035077,0.066290,0.762074,0.052046,0.185880
616,0.010913,0.133934,0.035041,0.066291,0.761369,0.052115,0.186516
617,0.010913,0.134135,0.035021,0.066236,0.762193,0.051956,0.185851
618,0.010913,0.133583,0.034965,0.066283,0.760620,0.052111,0.187269
619,0.010913,0.133446,0.034996,0.066267,0.760243,0.052284,0.187473
620,0.010913,0.133034,0.035016,0.066207,0.759331,0.052605,0.188064
621,0.010913,0.132764,0.034957,0.066214,0.758688,0.052598,0.188714
622,0.010913,0.132830,0.034928,0.066165,0.759146,0.052491,0.188364
623,0.010912,0.132865,0.034987,0.066190,0.759005,0.052630,0.188365
624,0.010912,0.131963,0.034933,0.066164,0.756741,0.053027,0.190232
625,0.010912,0.131606,0.034899,0.066148,0.755888,0.053155,0.190957
626,0.010912,0.132053,0.034889,0.066164,0.757093,0.052847,0.190061
627,0.010912,0.131977,0.034932,0.066181,0.756705,0.053012,0.190282
628,0.010912,0.131835,0.034905,0.066184,0.756358,0.053021,0.190620
629,0.010912,0.131101,0.034864,0.066164,0.754473,0.053358,0.192169
630,0.010912,0.130607,0.034878,0.066127,0.753208,0.053713,0.193079
631,0.010911,0.130407,0.034836,0.066161,0.752583,0.053704,0.193713
632,0.010911,0.130550,0.034852,0.066154,0.752986,0.053663,0.193350
633,0.010911,0.130564,0.034886,0.066108,0.753150,0.053769,0.193081
634,0.010911,0.129687,0.034823,0.066036,0.751100,0.054155,0.194745
635,0.010911,0.129482,0.034847,0.066064,0.750327,0.054346,0.195328
636,0.010911,0.130301,0.034826,0.066047,0.752806,0.053777,0.193416
637,0.010911,0.129694,0.034835,0.066048,0.751041,0.054180,0.194778
638,0.010911,0.129427,0.034822,0.066056,0.750264,0.054308,0.195427
639,0.010911,0.128438,0.034828,0.065955,0.747816,0.054987,0.197197
640,0.010910,0.128425,0.034752,0.065975,0.747865,0.054763,0.197372
641,0.010910,0.128134,0.034793,0.065970,0.746935,0.055073,0.197992
642,0.010910,0.128427,0.034756,0.065989,0.747800,0.054768,0.197432
643,0.010910,0.128393,0.034728,0.065956,0.747916,0.054718,0.197366
644,0.010910,0.128254,0.034781,0.065959,0.747364,0.054965,0.197671
645,0.010910,0.127830,0.034759,0.065868,0.746572,0.055201,0.198226
646,0.010910,0.127315,0.034734,0.065836,0.745247,0.055470,0.199284
647,0.010910,0.127031,0.034743,0.065866,0.744242,0.055671,0.200086
648,0.010910,0.126686,0.034734,0.065789,0.743574,0.055895,0.200531
649,0.010910,0.126645,0.034662,0.065816,0.743500,0.055696,0.200804
650,0.010909,0.126827,0.034631,0.065775,0.744307,0.055496,0.200197
651,0.010909,0.126039,0.034619,0.065765,0.742003,0.055980,0.202017
652,0.010909,0.126009,0.034606,0.065771,0.741914,0.055958,0.202128
653,0.010909,0.125795,0.034591,0.065763,0.741339,0.056055,0.202606
654,0.010909,0.125879,0.034588,0.065770,0.741571,0.055987,0.202442
655,0.010909,0.125208,0.034565,0.065754,0.739643,0.056368,0.203989
656,0.010909,0.125010,0.034589,0.065737,0.739054,0.056578,0.204368
657,0.010909,0.124883,0.034540,0.065705,0.738929,0.056524,0.204547
658,0.010909,0.125059,0.034556,0.065712,0.739400,0.056454,0.204146
659,0.010908,0.124570,0.034528,0.065682,0.738094,0.056707,0.205200
660,0.010908,0.124327,0.034544,0.065692,0.737251,0.056915,0.205834
661,0.010908,0.123889,0.034511,0.065695,0.735949,0.057108,0.206942
662,0.010908,0.124268,0.034498,0.065639,0.737423,0.056832,0.205745
663,0.010908,0.123935,0.034490,0.065621,0.736489,0.057038,0.206473
664,0.010908,0.123262,0.034478,0.065566,0.734654,0.057479,0.207867
665,0.010908,0.123579,0.034491,0.065584,0.735539,0.057297,0.207163
666,0.010908,0.123244,0.034483,0.065609,0.734382,0.057493,0.208125
667,0.010908,0.123042,0.034433,0.065471,0.734510,0.057525,0.207965
668,0.010907,0.122954,0.034420,0.065511,0.734077,0.057528,0.208395
669,0.010907,0.122576,0.034381,0.065413,0.733427,0.057701,0.208872
670,0.010907,0.122087,0.034380,0.065444,0.731725,0.058024,0.210251
671,0.010907,0.121772,0.034416,0.065401,0.730820,0.058374,0.210805
672,0.010907,0.121717,0.034359,0.065422,0.730682,0.058225,0.211092
673,0.010907,0.121479,0.034354,0.065400,0.730026,0.058384,0.211590
674,0.010907,0.121991,0.034333,0.065408,0.731697,0.057955,0.210348
675,0.010907,0.121222,0.034309,0.065381,0.729393,0.058429,0.212178
676,0.010907,0.120837,0.034316,0.065368,0.728183,0.058725,0.213092
677,0.010906,0.120759,0.034291,0.065387,0.727899,0.058694,0.213407
678,0.010906,0.120415,0.034277,0.065324,0.727099,0.058918,0.213983
679,0.010906,0.120407,0.034290,0.065301,0.727150,0.058974,0.213876
680,0.010906,0.120062,0.034266,0.065343,0.725870,0.059126,0.215004
681,0.010906,0.119956,0.034196,0.065299,0.725905,0.058992,0.215102
682,0.010906,0.119483,0.034164,0.065289,0.724457,0.059230,0.216313
683,0.010906,0.119267,0.034160,0.065307,0.723657,0.059364,0.216979
684,0.010906,0.119671,0.034179,0.065232,0.725324,0.059165,0.215511
685,0.010906,0.119039,0.034157,0.065180,0.723512,0.059569,0.216919
686,0.010905,0.118609,0.034143,0.065199,0.722009,0.059828,0.218163
687,0.010905,0.118587,0.034052,0.065200,0.722155,0.059545,0.218300
688,0.010905,0.118287,0.034077,0.065172,0.721208,0.059857,0.218935
689,0.010905,0.117975,0.034061,0.065181,0.720143,0.060030,0.219827
690,0.010905,0.117725,0.034009,0.065078,0.719923,0.060079,0.219998
691,0.010905,0.117411,0.033984,0.065081,0.718894,0.060228,0.220879
692,0.010905,0.117689,0.034000,0.065049,0.719963,0.060090,0.219947
693,0.010905,0.117522,0.034007,0.065063,0.719305,0.060230,0.220465
694,0.010905,0.117158,0.033917,0.065047,0.718357,0.060206,0.221437
695,0.010904,0.116736,0.033972,0.065046,0.716761,0.060701,0.222538
696,0.010904,0.116789,0.033928,0.065071,0.716934,0.060507,0.222560
697,0.010904,0.116469,0.033857,0.065027,0.716217,0.060524,0.223259
698,0.010904,0.116220,0.033903,0.065001,0.715353,0.060875,0.223772
699,0.010904,0.115711,0.033893,0.064964,0.713774,0.061241,0.224985
700,0.010904,0.115557,0.033827,0.064963,0.713406,0.061132,0.225461
701,0.010904,0.115778,0.033796,0.064904,0.714560,0.060886,0.224554
702,0.010904,0.115191,0.033814,0.064912,0.712393,0.061386,0.226221
703,0.010904,0.114782,0.033777,0.064918,0.710997,0.061570,0.227433
704,0.010904,0.114623,0.033787,0.064794,0.711021,0.061781,0.227199
705,0.010903,0.114394,0.033777,0.064804,0.710174,0.061915,0.227911
706,0.010903,0.114732,0.033789,0.064826,0.711251,0.061686,0.227063
707,0.010903,0.114442,0.033713,0.064782,0.710622,0.061670,0.227708
708,0.010903,0.113956,0.033702,0.064717,0.709225,0.062031,0.228743
709,0.010903,0.113873,0.033666,0.064717,0.709019,0.061972,0.229010
710,0.010903,0.113444,0.033717,0.064738,0.707220,0.062473,0.230307
711,0.010903,0.113631,0.033640,0.064717,0.708206,0.062069,0.229725
712,0.010903,0.113379,0.033649,0.064700,0.707350,0.062302,0.230348
713,0.010903,0.112752,0.033604,0.064669,0.705328,0.062649,0.232023
714,0.010903,0.112898,0.033577,0.064675,0.705901,0.062440,0.231659
715,0.010902,0.112488,0.033539,0.064643,0.704652,0.062643,0.232705
716,0.010902,0.112451,0.033567,0.064608,0.704623,0.062784,0.232592
717,0.010902,0.111718,0.033553,0.064568,0.702132,0.063335,0.234532
718,0.010902,0.111601,0.033515,0.064574,0.701764,0.063291,0.234945
719,0.010902,0.112294,0.033540,0.064528,0.704515,0.062850,0.232635
720,0.010902,0.112040,0.033493,0.064535,0.703664,0.062882,0.233454
721,0.010902,0.111592,0.033455,0.064521,0.702159,0.063108,0.234732
722,0.010902,0.111038,0.033391,0.064504,0.700327,0.063332,0.236341
723,0.010902,0.110687,0.033394,0.064476,0.699137,0.063636,0.237227
724,0.010901,0.110609,0.033399,0.064512,0.698642,0.063699,0.237659
725,0.010901,0.110724,0.033342,0.064494,0.699321,0.063413,0.237266
726,0.010901,0.110098,0.033324,0.064452,0.697196,0.063872,0.238932
727,0.010901,0.110266,0.033377,0.064408,0.697928,0.063947,0.238125
728,0.010901,0.109577,0.033371,0.064373,0.695472,0.064503,0.240024
729,0.010901,0.109830,0.033371,0.064376,0.696437,0.064294,0.239269
730,0.010901,0.109934,0.033342,0.064419,0.696693,0.064086,0.239221
731,0.010901,0.109033,0.033283,0.064360,0.693666,0.064636,0.241698
732,0.010901,0.108992,0.033236,0.064325,0.693818,0.064518,0.241664
733,0.010900,0.108904,0.033245,0.064348,0.693327,0.064610,0.242062
734,0.010900,0.108737,0.033205,0.064321,0.692924,0.064617,0.242459
735,0.010900,0.108107,0.033191,0.064317,0.690508,0.065089,0.244403
736,0.010900,0.108411,0.033226,0.064265,0.691886,0.064989,0.243125
737,0.010900,0.107962,0.033101,0.064217,0.690702,0.064929,0.244369
738,0.010900,0.107663,0.033168,0.064253,0.689146,0.065405,0.245449
739,0.010900,0.107883,0.033138,0.064204,0.690356,0.065134,0.244510
740,0.010900,0.107631,0.033126,0.064205,0.689387,0.065301,0.245313
741,0.010900,0.106842,0.033116,0.064178,0.686394,0.065941,0.247665
742,0.010900,0.107203,0.033085,0.064083,0.688430,0.065569,0.246001
743,0.010899,0.106474,0.033071,0.064123,0.685323,0.066117,0.248560
744,0.010899,0.106301,0.033034,0.064115,0.684764,0.066128,0.249107
745,0.010899,0.106286,0.033072,0.064111,0.684619,0.066286,0.249095
746,0.010899,0.106442,0.033108,0.064108,0.685172,0.066288,0.248540
747,0.010899,0.106098,0.033034,0.064085,0.684099,0.066318,0.249584
748,0.010899,0.105667,0.033051,0.064050,0.682476,0.066768,0.250756
