iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum,psnr,ssim,lpips
179,0.011039,0.997203,1.000000,65529.031250,0.016593646,0.12535453,0.85805184,0.001379,0.848391,0.002271,0.000490,0.000745,0.010538,,,
180,0.011038,0.997187,1.000000,65528.937500,0.016608922,0.12535276,0.8580383,0.001381,0.847032,0.002267,0.000494,0.000760,0.010621,25.018500,0.638443,0.123481
181,0.011037,0.997170,1.000000,65528.875000,0.016624304,0.12535097,0.8580247,0.001380,0.847814,0.005162,0.000509,0.000776,0.010703,,,
182,0.011036,0.997153,1.000000,65528.796875,0.016639797,0.12534915,0.85801107,0.001379,0.848210,0.002297,0.000511,0.000792,0.010787,,,
183,0.011035,0.997136,1.000000,65528.726562,0.016655395,0.12534733,0.8579973,0.001390,0.841689,0.003401,0.000520,0.000807,0.010871,,,
184,0.011035,0.997118,1.000000,65528.640625,0.016671099,0.12534551,0.85798335,0.001400,0.835409,0.005244,0.000518,0.000823,0.010955,,,
185,0.011034,0.997102,1.000000,65528.554688,0.016686903,0.12534368,0.8579694,0.001377,0.849387,0.002079,0.000515,0.000839,0.011040,,,
186,0.011033,0.997084,1.000000,65528.484375,0.01670281,0.12534183,0.85795534,0.001389,0.841744,0.002994,0.000523,0.000855,0.011125,,,
187,0.011032,0.997067,1.000000,65528.398438,0.016718823,0.12533997,0.8579412,0.001389,0.841990,0.004772,0.000519,0.000872,0.011211,,,
188,0.011031,0.997050,1.000000,65528.312500,0.016734935,0.12533812,0.85792696,0.001393,0.839447,0.004982,0.000520,0.000888,0.011298,,,
189,0.011030,0.997032,1.000000,65528.234375,0.016751144,0.12533623,0.8579126,0.001401,0.834426,0.003812,0.000522,0.000905,0.011389,,,
190,0.011029,0.997015,1.000000,65528.148438,0.016767452,0.12533437,0.85789824,0.001414,0.825818,0.003360,0.000514,0.000921,0.011480,25.054623,0.639363,0.122476
191,0.011028,0.996997,1.000000,65528.046875,0.016783854,0.12533244,0.8578837,0.001434,0.813068,0.002519,0.000510,0.000938,0.011572,,,
192,0.011027,0.996980,1.000000,65527.968750,0.016800348,0.12533055,0.8578691,0.001433,0.813705,0.003627,0.000506,0.000954,0.011664,,,
193,0.011026,0.996962,1.000000,65527.867188,0.016816942,0.12532865,0.85785437,0.001428,0.817156,0.002614,0.000504,0.000971,0.011757,,,
194,0.011025,0.996945,1.000000,65527.781250,0.016833631,0.12532674,0.85783964,0.001434,0.812996,0.002709,0.000501,0.000988,0.011850,,,
195,0.011025,0.996927,1.000000,65527.679688,0.01685042,0.12532482,0.85782474,0.001421,0.821268,0.003259,0.000498,0.001005,0.011943,,,
196,0.011024,0.996909,1.000000,65527.593750,0.016867306,0.1253229,0.85780984,0.001413,0.826758,0.004087,0.000489,0.001022,0.012038,,,
197,0.011023,0.996892,1.000000,65527.500000,0.01688429,0.12532096,0.85779476,0.001417,0.823905,0.003353,0.000479,0.001040,0.012132,,,
198,0.011022,0.996874,1.000000,65527.429688,0.016901365,0.125319,0.8577796,0.001434,0.813160,0.002489,0.000477,0.001057,0.012227,,,
199,0.011021,0.996856,1.000000,65527.328125,0.016918536,0.12531705,0.8577644,0.001454,0.799257,0.002947,0.000480,0.001074,0.012323,,,
200,0.011021,0.996838,1.000000,65527.250000,0.0169358,0.12531509,0.8577491,0.001443,0.806851,0.002288,0.000473,0.001092,0.012419,25.084625,0.64001364,0.121405
201,0.011020,0.996820,1.000000,65527.140625,0.016953155,0.12531313,0.8577337,0.001461,0.794745,0.005101,0.000464,0.001110,0.012515,,,
202,0.011019,0.996803,1.000000,65527.062500,0.016970605,0.12531115,0.8577182,0.001447,0.804191,0.005622,0.000463,0.001127,0.012612,,,
203,0.011018,0.996785,1.000000,65526.960938,0.01698815,0.12530917,0.8577027,0.001449,0.803096,0.003191,0.000464,0.001145,0.012710,,,
204,0.011017,0.996767,1.000000,65526.875000,0.017005792,0.1253072,0.857687,0.001452,0.800853,0.004087,0.000467,0.001163,0.012807,,,
205,0.011017,0.996748,1.000000,65526.796875,0.017023522,0.12530519,0.85767126,0.001456,0.798292,0.004947,0.000471,0.001181,0.012906,,,
206,0.011016,0.996730,1.000000,65526.687500,0.017041346,0.12530318,0.85765547,0.001444,0.806612,0.002531,0.000463,0.001199,0.013004,,,
207,0.011015,0.996712,1.000000,65526.609375,0.017059268,0.12530117,0.85763955,0.001407,0.830334,0.003950,0.000456,0.001218,0.013103,,,
208,0.011015,0.996694,1.000000,65526.515625,0.017077276,0.12529916,0.8576236,0.001415,0.825594,0.005062,0.000463,0.001236,0.013203,,,
209,0.011014,0.996675,1.000000,65526.421875,0.017095368,0.12529714,0.8576075,0.001392,0.839963,0.003360,0.000451,0.001254,0.013303,,,
210,0.011013,0.996657,1.000000,65526.320312,0.017113546,0.12529509,0.85759133,0.001404,0.832818,0.004235,0.000451,0.001273,0.013403,25.107432,0.640364,0.120137
211,0.011012,0.996639,1.000000,65526.242188,0.017131805,0.12529306,0.8575752,0.001385,0.844476,0.003182,0.000449,0.001291,0.013504,,,
212,0.011012,0.996620,1.000000,65526.148438,0.017150149,0.12529103,0.85755885,0.001390,0.841596,0.003261,0.000453,0.001310,0.013605,,,
213,0.011011,0.996602,1.000000,65526.062500,0.017168583,0.12528898,0.85754246,0.001380,0.847922,0.002723,0.000454,0.001329,0.013707,,,
214,0.011010,0.996583,1.000000,65525.976562,0.01718711,0.12528692,0.857526,0.001376,0.849828,0.003718,0.000457,0.001348,0.013809,,,
215,0.011010,0.996565,1.000000,65525.875000,0.017205726,0.12528485,0.85750943,0.001373,0.852137,0.003479,0.000455,0.001367,0.013911,,,
216,0.011009,0.996546,1.000000,65525.781250,0.017224431,0.12528278,0.8574928,0.001391,0.841086,0.004580,0.000468,0.001386,0.014014,,,
217,0.011008,0.996528,1.000000,65525.695312,0.017243218,0.1252807,0.85747606,0.001420,0.822244,0.002295,0.000483,0.001405,0.014117,,,
218,0.011008,0.996509,1.000000,65525.593750,0.017262084,0.1252786,0.8574593,0.001409,0.829201,0.003273,0.000486,0.001424,0.014221,,,
219,0.011007,0.996490,1.000000,65525.500000,0.017281039,0.12527652,0.85744244,0.001414,0.826234,0.005181,0.000478,0.001443,0.014331,,,
220,0.011006,0.996471,1.000000,65525.406250,0.017300067,0.1252744,0.8574255,0.001381,0.846739,0.003266,0.000487,0.001463,0.014463,25.123701,0.6404494,0.118788
221,0.011006,0.996452,1.000000,65525.328125,0.017319184,0.12527232,0.8574085,0.001381,0.847270,0.002844,0.000491,0.001482,0.014594,,,
222,0.011005,0.996434,1.000000,65525.218750,0.017338378,0.12527019,0.8573915,0.001411,0.828316,0.003135,0.000500,0.001502,0.014727,,,
223,0.011004,0.996415,1.000000,65525.140625,0.017357659,0.12526806,0.85737425,0.001417,0.824162,0.003476,0.000504,0.001521,0.014860,,,
224,0.011004,0.996396,1.000000,65525.046875,0.017377025,0.12526593,0.8573571,0.001433,0.813691,0.003037,0.000501,0.001541,0.014993,,,
225,0.011003,0.996377,1.000000,65524.960938,0.017396463,0.1252638,0.85733974,0.001449,0.802940,0.003731,0.000491,0.001561,0.015127,,,
226,0.011003,0.996358,1.000000,65524.875000,0.017415972,0.12526165,0.8573224,0.001438,0.810432,0.003192,0.000488,0.001581,0.015261,,,
227,0.011002,0.996339,1.000000,65524.796875,0.017435558,0.1252595,0.85730493,0.001460,0.795157,0.002820,0.000484,0.001601,0.015395,,,
228,0.011001,0.996320,1.000000,65524.703125,0.017455216,0.12525736,0.8572874,0.001471,0.787769,0.003375,0.000485,0.001621,0.015530,,,
229,0.011001,0.996301,1.000000,65524.652344,0.017474951,0.1252552,0.8572699,0.001465,0.792233,0.002938,0.000476,0.001641,0.015665,,,
230,0.011000,0.996281,1.000000,65524.550781,0.017494759,0.12525302,0.85725224,0.001467,0.790701,0.002009,0.000485,0.001661,0.015801,25.136393,0.64030796,0.117653
231,0.011000,0.996262,1.000000,65524.472656,0.017514648,0.12525086,0.8572345,0.001489,0.775115,0.003412,0.000480,0.001681,0.015937,,,
232,0.010999,0.996243,1.000000,65524.378906,0.017534608,0.12524867,0.8572167,0.001496,0.770196,0.003868,0.000476,0.001701,0.016073,,,
233,0.010999,0.996224,1.000000,65524.316406,0.017554639,0.12524648,0.8571989,0.001490,0.774731,0.003021,0.000482,0.001722,0.016210,,,
234,0.010998,0.996204,1.000000,65524.222656,0.017574744,0.1252443,0.85718095,0.001498,0.769096,0.002987,0.000483,0.001742,0.016347,,,
235,0.010997,0.996185,1.000000,65524.152344,0.017594922,0.12524211,0.85716295,0.001515,0.757277,0.003628,0.000495,0.001763,0.016485,,,
236,0.010997,0.996165,1.000000,65524.066406,0.017615166,0.12523992,0.85714495,0.001498,0.768881,0.004676,0.000504,0.001784,0.016623,,,
237,0.010996,0.996146,1.000000,65523.980469,0.017635478,0.12523772,0.85712683,0.001502,0.766085,0.002846,0.000508,0.001804,0.016761,,,
238,0.010996,0.996126,1.000000,65523.910156,0.017655862,0.1252355,0.85710865,0.001507,0.762498,0.002368,0.000508,0.001825,0.016899,,,
239,0.010995,0.996107,1.000000,65523.839844,0.017676314,0.1252333,0.8570904,0.001496,0.770561,0.002540,0.000511,0.001846,0.017038,,,
240,0.010995,0.996087,1.000000,65523.769531,0.01769683,0.12523107,0.8570721,0.001501,0.766911,0.004027,0.000491,0.001867,0.017177,25.143804,0.63988596,0.116452
241,0.010994,0.996068,1.000000,65523.707031,0.017717406,0.12522885,0.8570537,0.001505,0.763757,0.003046,0.000510,0.001888,0.017317,,,
242,0.010994,0.996048,1.000000,65523.628906,0.017738052,0.12522665,0.85703534,0.001506,0.763503,0.004220,0.000522,0.001909,0.017457,,,
243,0.010993,0.996028,1.000000,65523.566406,0.017758757,0.1252244,0.85701686,0.001498,0.769081,0.003234,0.000516,0.001930,0.017597,,,
244,0.010993,0.996009,1.000000,65523.496094,0.017779535,0.12522218,0.85699826,0.001501,0.767063,0.002475,0.000519,0.001951,0.017737,,,
245,0.010992,0.995989,1.000000,65523.425781,0.017800374,0.12521994,0.85697967,0.001517,0.755751,0.003568,0.000545,0.001972,0.017878,,,
246,0.010992,0.995969,1.000000,65523.363281,0.017821275,0.1252177,0.8569611,0.001511,0.759871,0.006693,0.000549,0.001994,0.018019,,,
247,0.010991,0.995949,1.000000,65523.285156,0.017842235,0.12521547,0.8569423,0.001498,0.768868,0.004171,0.000551,0.002015,0.018160,,,
248,0.010991,0.995929,1.000000,65523.238281,0.017863251,0.1252132,0.8569235,0.001492,0.773471,0.002343,0.000552,0.002037,0.018302,,,
249,0.010990,0.995909,1.000000,65523.167969,0.017884333,0.12521099,0.8569047,0.001504,0.764968,0.003306,0.000539,0.002058,0.018443,,,
250,0.010990,0.995889,1.000000,65523.097656,0.01790547,0.12520872,0.8568858,0.001501,0.767286,0.005936,0.000528,0.002080,0.018585,25.144983,0.6390794,0.115181
251,0.010989,0.995870,1.000000,65523.027344,0.01792667,0.12520647,0.8568669,0.001470,0.788775,0.003297,0.000536,0.002101,0.018728,,,
252,0.010989,0.995849,1.000000,65522.972656,0.017947929,0.12520422,0.8568479,0.001472,0.787191,0.004743,0.000544,0.002123,0.018870,,,
253,0.010988,0.995829,1.000000,65522.910156,0.017969245,0.12520197,0.8568288,0.001497,0.769965,0.004297,0.000551,0.002145,0.019013,,,
254,0.010988,0.995809,1.000000,65522.847656,0.017990623,0.1251997,0.8568097,0.001500,0.767390,0.005641,0.000560,0.002166,0.019156,,,
255,0.010987,0.995789,1.000000,65522.792969,0.018012054,0.12519743,0.85679054,0.001483,0.779916,0.002169,0.000555,0.002188,0.019299,,,
256,0.010987,0.995769,1.000000,65522.738281,0.018033542,0.12519515,0.8567713,0.001485,0.778261,0.004003,0.000562,0.002210,0.019442,,,
257,0.010986,0.995749,1.000000,65522.667969,0.018055085,0.12519288,0.85675204,0.001541,0.738521,0.004545,0.000561,0.002232,0.019586,,,
258,0.010986,0.995729,1.000000,65522.613281,0.018076682,0.1251906,0.85673267,0.001539,0.739953,0.005126,0.000569,0.002254,0.019730,,,
259,0.010986,0.995708,1.000000,65522.566406,0.01809833,0.12518834,0.8567133,0.001545,0.735662,0.006707,0.000548,0.002276,0.019874,,,
260,0.010985,0.995688,1.000000,65522.503906,0.018120022,0.12518606,0.8566939,0.001532,0.744458,0.005356,0.000537,0.002299,0.020018,25.142866,0.638119,0.114457
261,0.010985,0.995668,1.000000,65522.433594,0.018141767,0.12518376,0.85667443,0.001538,0.740767,0.003353,0.000535,0.002321,0.020162,,,
262,0.010984,0.995647,1.000000,65522.394531,0.018163575,0.1251815,0.85665494,0.001522,0.751951,0.003657,0.000538,0.002343,0.020306,,,
263,0.010984,0.995627,1.000000,65522.324219,0.01818544,0.12517919,0.8566354,0.001528,0.747974,0.003002,0.000529,0.002365,0.020451,,,
264,0.010983,0.995607,1.000000,65522.269531,0.01820736,0.1251769,0.8566157,0.001521,0.752955,0.003326,0.000547,0.002388,0.020596,,,
265,0.010983,0.995586,1.000000,65522.214844,0.01822933,0.12517463,0.856596,0.001511,0.759833,0.002463,0.000549,0.002410,0.020741,,,
266,0.010983,0.995566,1.000000,65522.160156,0.018251343,0.12517232,0.8565763,0.001511,0.759696,0.005459,0.000532,0.002433,0.020886,,,
267,0.010982,0.995545,1.000000,65522.105469,0.018273396,0.12517,0.85655653,0.001509,0.761399,0.003033,0.000539,0.002455,0.021032,,,
268,0.010982,0.995525,1.000000,65522.050781,0.018295495,0.12516771,0.8565368,0.001510,0.760758,0.003202,0.000536,0.002478,0.021177,,,
269,0.010981,0.995504,1.000000,65521.988281,0.018317645,0.12516542,0.85651696,0.001524,0.750414,0.002809,0.000532,0.002500,0.021323,,,
270,0.010981,0.995484,1.000000,65521.941406,0.018339846,0.12516312,0.85649705,0.001535,0.742658,0.003624,0.000527,0.002523,0.021468,25.138181,0.6368811,0.113436
271,0.010981,0.995463,1.000000,65521.902344,0.018362094,0.1251608,0.8564771,0.001511,0.759790,0.004651,0.000518,0.002546,0.021614,,,
272,0.010980,0.995442,1.000000,65521.847656,0.018384386,0.12515852,0.85645705,0.001517,0.755328,0.005176,0.000533,0.002569,0.021760,,,
273,0.010980,0.995422,1.000000,65521.785156,0.018406726,0.1251562,0.856437,0.001517,0.755358,0.002229,0.000530,0.002591,0.021906,,,
274,0.010979,0.995401,1.000000,65521.746094,0.018429115,0.1251539,0.856417,0.001520,0.753668,0.002898,0.000544,0.002614,0.022052,,,
275,0.010979,0.995380,1.000000,65521.691406,0.018451544,0.12515157,0.8563969,0.001527,0.748054,0.003673,0.000546,0.002637,0.022199,,,
276,0.010979,0.995359,1.000000,65521.644531,0.018474009,0.12514926,0.8563767,0.001537,0.741076,0.002605,0.000538,0.002660,0.022345,,,
277,0.010978,0.995339,1.000000,65521.582031,0.018496512,0.12514696,0.85635656,0.001535,0.742464,0.002607,0.000556,0.002683,0.022491,,,
278,0.010978,0.995318,1.000000,65521.550781,0.018519051,0.12514463,0.8563363,0.001534,0.743227,0.005166,0.000557,0.002706,0.022638,,,
279,0.010978,0.995297,1.000000,65521.511719,0.01854164,0.12514234,0.8563161,0.001539,0.739406,0.002655,0.000547,0.002729,0.022784,,,
280,0.010977,0.995276,1.000000,65521.464844,0.018564267,0.12514003,0.85629576,0.001525,0.749993,0.003425,0.000563,0.002752,0.022931,25.128406,0.6353577,0.112280
281,0.010977,0.995255,1.000000,65521.417969,0.018586934,0.1251377,0.8562754,0.001540,0.739239,0.003504,0.000567,0.002776,0.023078,,,
282,0.010976,0.995234,1.000000,65521.378906,0.018609628,0.12513539,0.856255,0.001540,0.739083,0.003389,0.000582,0.002799,0.023224,,,
283,0.010976,0.995213,1.000000,65521.347656,0.01863235,0.12513307,0.85623455,0.001529,0.746581,0.002607,0.000571,0.002822,0.023371,,,
284,0.010976,0.995192,1.000000,65521.300781,0.018655105,0.12513076,0.85621417,0.001522,0.752129,0.002929,0.000562,0.002845,0.023517,,,
285,0.010975,0.995171,1.000000,65521.261719,0.018677892,0.12512845,0.85619366,0.001520,0.753242,0.002978,0.000571,0.002869,0.023664,,,
286,0.010975,0.995150,1.000000,65521.230469,0.018700723,0.12512612,0.85617316,0.001512,0.759155,0.004217,0.000570,0.002892,0.023810,,,
287,0.010975,0.995129,1.000000,65521.191406,0.018723592,0.12512381,0.8561526,0.001531,0.745388,0.003507,0.000575,0.002915,0.023957,,,
288,0.010974,0.995108,1.000000,65521.175781,0.0187465,0.12512152,0.85613203,0.001520,0.753436,0.002376,0.000573,0.002939,0.024104,,,
289,0.010974,0.995087,1.000000,65521.121094,0.01876944,0.1251192,0.85611135,0.001519,0.753775,0.002485,0.000572,0.002962,0.024250,,,
290,0.010974,0.995066,1.000000,65521.097656,0.018792415,0.12511688,0.8560907,0.001491,0.774286,0.002110,0.000580,0.002986,0.024397,25.117286,0.63357234,0.111399
291,0.010973,0.995045,1.000000,65521.066406,0.01881542,0.12511456,0.85607,0.001490,0.774861,0.002296,0.000573,0.003009,0.024544,,,
292,0.010973,0.995024,1.000000,65521.035156,0.018838458,0.12511225,0.85604924,0.001513,0.758736,0.002886,0.000573,0.003033,0.024690,,,
293,0.010973,0.995003,1.000000,65521.019531,0.018861523,0.12510993,0.85602856,0.001488,0.776157,0.002981,0.000580,0.003057,0.024837,,,
294,0.010972,0.994981,1.000000,65520.980469,0.01888462,0.12510762,0.85600775,0.001475,0.785360,0.002390,0.000576,0.003080,0.024984,,,
295,0.010972,0.994960,1.000000,65520.941406,0.01890774,0.12510529,0.85598695,0.001446,0.805325,0.002632,0.000587,0.003104,0.025130,,,
296,0.010972,0.994939,1.000000,65520.917969,0.018930895,0.12510298,0.8559661,0.001449,0.802718,0.006002,0.000586,0.003128,0.025277,,,
297,0.010971,0.994918,1.000000,65520.910156,0.018954067,0.12510067,0.8559453,0.001474,0.785659,0.003050,0.000565,0.003151,0.025426,,,
298,0.010971,0.994896,1.000000,65520.886719,0.018977258,0.12509835,0.85592437,0.001459,0.796439,0.003779,0.000566,0.003175,0.025581,,,
299,0.010971,0.994875,1.000000,65520.839844,0.019000476,0.12509605,0.85590345,0.001456,0.798528,0.002155,0.000562,0.003199,0.025736,,,
300,0.010970,0.994854,1.000000,65520.832031,0.019023724,0.12509373,0.8558826,0.001458,0.796603,0.002295,0.000548,0.003223,0.025892,25.101545,0.63157195,0.110261
301,0.010970,0.994832,1.000000,65520.800781,0.019046994,0.1250914,0.85586154,0.001458,0.797167,0.002740,0.000561,0.003246,0.026047,,,
302,0.010970,0.994811,1.000000,65520.792969,0.01907029,0.12508911,0.85584056,0.001477,0.783544,0.003590,0.000566,0.003270,0.026202,,,
303,0.010969,0.994790,1.000000,65520.761719,0.019093612,0.12508681,0.8558196,0.001527,0.748441,0.003890,0.000578,0.003294,0.026357,,,
304,0.010969,0.994768,1.000000,65520.738281,0.019116959,0.12508449,0.85579854,0.001515,0.756869,0.004399,0.000575,0.003318,0.026512,,,
305,0.010969,0.994747,1.000000,65520.738281,0.019140325,0.12508218,0.8557775,0.001517,0.755455,0.003431,0.000570,0.003342,0.026667,,,
306,0.010968,0.994725,1.000000,65520.714844,0.019163718,0.12507987,0.85575646,0.001522,0.751971,0.004517,0.000575,0.003366,0.026822,,,
307,0.010968,0.994704,1.000000,65520.691406,0.019187123,0.12507755,0.8557353,0.001510,0.760273,0.002066,0.000574,0.003390,0.026977,,,
308,0.010968,0.994682,1.000000,65520.691406,0.019210545,0.12507525,0.8557142,0.001500,0.767674,0.004073,0.000560,0.003414,0.027131,,,
309,0.010968,0.994661,1.000000,65520.675781,0.019233985,0.12507294,0.85569304,0.001505,0.764233,0.003161,0.000570,0.003438,0.027286,,,
310,0.010967,0.994639,1.000000,65520.644531,0.019257436,0.12507065,0.8556719,0.001507,0.762907,0.002762,0.000585,0.003462,0.027440,25.084077,0.6294043,0.109732
311,0.010967,0.994618,1.000000,65520.644531,0.019280907,0.12506834,0.8556508,0.001501,0.766703,0.002157,0.000580,0.003486,0.027595,,,
312,0.010967,0.994596,1.000000,65520.644531,0.019304397,0.12506603,0.85562956,0.001512,0.759170,0.002525,0.000584,0.003510,0.027749,,,
313,0.010966,0.994575,1.000000,65520.621094,0.019327903,0.12506373,0.85560834,0.001483,0.779844,0.003393,0.000591,0.003534,0.027903,,,
314,0.010966,0.994553,1.000000,65520.621094,0.01935142,0.12506141,0.8555872,0.001470,0.788972,0.004570,0.000584,0.003558,0.028057,,,
315,0.010966,0.994532,1.000000,65520.613281,0.01937495,0.12505914,0.85556597,0.001475,0.785155,0.003281,0.000586,0.003582,0.028211,,,
316,0.010966,0.994510,1.000000,65520.613281,0.019398492,0.12505682,0.8555447,0.001495,0.771479,0.004077,0.000579,0.003607,0.028364,,,
317,0.010965,0.994488,1.000000,65520.621094,0.019422047,0.12505451,0.85552347,0.001505,0.763841,0.003583,0.000586,0.003631,0.028517,,,
318,0.010965,0.994467,1.000000,65520.613281,0.019445619,0.12505223,0.8555022,0.001506,0.763627,0.005134,0.000577,0.003655,0.028671,,,
319,0.010965,0.994445,1.000000,65520.613281,0.019469202,0.12504992,0.8554809,0.001511,0.760178,0.002758,0.000577,0.003679,0.028824,,,
320,0.010964,0.994424,1.000000,65520.613281,0.019492794,0.12504762,0.8554596,0.001527,0.748466,0.004883,0.000582,0.003703,0.028977,25.066565,0.62713075,0.109020
321,0.010964,0.994402,1.000000,65520.613281,0.019516395,0.12504531,0.8554383,0.001519,0.754276,0.002169,0.000582,0.003727,0.029129,,,
322,0.010964,0.994380,1.000000,65520.613281,0.019540004,0.12504303,0.855417,0.001516,0.756273,0.003127,0.000583,0.003752,0.029282,,,
323,0.010964,0.994358,1.000000,65520.613281,0.019563613,0.12504074,0.8553956,0.001517,0.755587,0.005250,0.000588,0.003776,0.029434,,,
324,0.010963,0.994336,1.000000,65520.613281,0.019587234,0.12503844,0.85537434,0.001512,0.759011,0.002665,0.000588,0.003800,0.029586,,,
325,0.010963,0.994315,1.000000,65520.621094,0.019610852,0.12503615,0.855353,0.001510,0.760526,0.005297,0.000581,0.003824,0.029738,,,
326,0.010963,0.994293,1.000000,65520.628906,0.019634482,0.12503386,0.85533166,0.001512,0.759324,0.002738,0.000576,0.003848,0.029889,,,
327,0.010962,0.994271,1.000000,65520.644531,0.019658117,0.12503158,0.8553103,0.001503,0.765587,0.003025,0.000564,0.003873,0.030041,,,
328,0.010962,0.994249,1.000000,65520.644531,0.019681763,0.12502928,0.8552889,0.001482,0.780001,0.002464,0.000556,0.003897,0.030192,,,
329,0.010962,0.994227,1.000000,65520.660156,0.01970541,0.12502699,0.8552676,0.001498,0.769307,0.002497,0.000548,0.003921,0.030345,,,
330,0.010962,0.994206,1.000000,65520.667969,0.019729067,0.12502472,0.8552462,0.001510,0.760653,0.003043,0.000548,0.003945,0.030504,25.047564,0.62464994,0.108384
331,0.010961,0.994184,1.000000,65520.691406,0.019752733,0.12502244,0.85522485,0.001526,0.749008,0.004232,0.000543,0.003970,0.030662,,,
332,0.010961,0.994162,1.000000,65520.699219,0.019776398,0.12502018,0.85520345,0.001531,0.745595,0.002745,0.000543,0.003994,0.030820,,,
333,0.010961,0.994140,1.000000,65520.722656,0.019800052,0.12501787,0.85518205,0.001524,0.750183,0.002985,0.000535,0.004018,0.030978,,,
334,0.010961,0.994119,1.000000,65520.738281,0.0198237,0.12501559,0.8551607,0.001540,0.738626,0.002681,0.000523,0.004042,0.031135,,,
335,0.010960,0.994097,1.000000,65520.769531,0.019847346,0.12501334,0.8551394,0.001550,0.731526,0.005554,0.000532,0.004067,0.031292,,,
336,0.010960,0.994075,1.000000,65520.800781,0.019870983,0.12501104,0.8551179,0.001541,0.738069,0.005958,0.000551,0.004091,0.031449,,,
337,0.010960,0.994053,1.000000,65520.808594,0.019894617,0.12500879,0.8550966,0.001551,0.730947,0.005516,0.000561,0.004115,0.031606,,,
338,0.010960,0.994031,1.000000,65520.847656,0.019918244,0.12500651,0.85507524,0.001560,0.724479,0.003299,0.000558,0.004139,0.031763,,,
339,0.010959,0.994009,1.000000,65520.871094,0.019941874,0.12500426,0.85505384,0.001563,0.722339,0.003716,0.000561,0.004163,0.031919,,,
340,0.010959,0.993987,1.000000,65520.894531,0.019965502,0.125002,0.8550325,0.001576,0.712873,0.003918,0.000544,0.004188,0.032075,25.027917,0.6220898,0.107865
341,0.010959,0.993965,1.000000,65520.941406,0.019989124,0.12499975,0.85501117,0.001587,0.704718,0.003747,0.000545,0.004212,0.032231,,,
342,0.010959,0.993943,1.000000,65520.964844,0.020012744,0.12499748,0.8549898,0.001575,0.713118,0.003123,0.000555,0.004236,0.032387,,,
343,0.010958,0.993921,1.000000,65521.011719,0.020036366,0.12499523,0.8549684,0.001570,0.716697,0.002894,0.000555,0.004260,0.032542,,,
344,0.010958,0.993899,1.000000,65521.042969,0.02005998,0.12499296,0.85494703,0.001556,0.727430,0.003488,0.000553,0.004284,0.032697,,,
345,0.010958,0.993877,1.000000,65521.082031,0.020083586,0.12499071,0.8549257,0.001540,0.738971,0.002931,0.000558,0.004309,0.032852,,,
346,0.010958,0.993855,1.000000,65521.121094,0.02010718,0.12498848,0.8549043,0.001546,0.734271,0.002409,0.000549,0.004333,0.033007,,,
347,0.010957,0.993833,1.000000,65521.160156,0.020130757,0.124986246,0.854883,0.001546,0.734298,0.002077,0.000550,0.004357,0.033161,,,
348,0.010957,0.993811,1.000000,65521.207031,0.020154318,0.12498401,0.8548617,0.001562,0.722829,0.003777,0.000540,0.004381,0.033315,,,
349,0.010957,0.993790,1.000000,65521.261719,0.02017787,0.124981776,0.8548404,0.001569,0.717489,0.004366,0.000554,0.004405,0.033468,,,
350,0.010957,0.993767,1.000000,65521.292969,0.020201417,0.12497955,0.854819,0.001560,0.724238,0.003042,0.000559,0.004429,0.033622,25.006676,0.61934584,0.107602
351,0.010956,0.993745,1.000000,65521.347656,0.020224953,0.12497733,0.8547977,0.001558,0.725919,0.004303,0.000581,0.004454,0.033775,,,
352,0.010956,0.993723,1.000000,65521.417969,0.020248482,0.124975115,0.85477644,0.001573,0.715087,0.002772,0.000572,0.004478,0.033927,,,
353,0.010956,0.993701,1.000000,65521.457031,0.020271996,0.1249729,0.85475516,0.001563,0.722323,0.003652,0.000576,0.004502,0.034080,,,
354,0.010956,0.993680,1.000000,65521.503906,0.0202955,0.12497069,0.85473377,0.001571,0.716218,0.004444,0.000567,0.004526,0.034232,,,
355,0.010955,0.993657,1.000000,65521.566406,0.020319002,0.12496848,0.8547125,0.001582,0.707978,0.003598,0.000581,0.004550,0.034384,,,
356,0.010955,0.993635,1.000000,65521.613281,0.020342486,0.124966286,0.8546912,0.001594,0.699622,0.004130,0.000579,0.004574,0.034539,,,
357,0.010955,0.993613,1.000000,65521.667969,0.020365953,0.12496409,0.85467,0.001606,0.690366,0.002421,0.000575,0.004598,0.034701,,,
358,0.010955,0.993591,1.000000,65521.722656,0.020389399,0.12496191,0.8546487,0.001562,0.723083,0.003001,0.000581,0.004622,0.034862,,,
359,0.010954,0.993569,1.000000,65521.785156,0.020412821,0.12495972,0.8546275,0.001535,0.742537,0.003457,0.000574,0.004646,0.035023,,,
360,0.010954,0.993547,1.000000,65521.863281,0.020436222,0.12495754,0.8546063,0.001525,0.750076,0.002745,0.000583,0.004670,0.035184,24.987800,0.61666304,0.107173
361,0.010954,0.993525,1.000000,65521.910156,0.020459598,0.12495537,0.85458505,0.001527,0.748303,0.004630,0.000589,0.004694,0.035345,,,
362,0.010954,0.993503,1.000000,65521.972656,0.020482957,0.1249532,0.85456383,0.001523,0.751051,0.002821,0.000573,0.004718,0.035505,,,
